Activity Id,Date,Type,Route Name,Distance (km),Duration,Average Pace,Average Speed (km/h),Calories Burned,Climb (m),Average Heart Rate (bpm),Friend's Tagged,Notes,GPX File
b68467e6-a1d0-41f3-a6e0-357ae0f2178c,2016-04-05 07:10:30,Running,,6.08,41:28,6:49,8.80,412.0,0,,"","",
e83dd59d-f00d-4d67-9df7-d07705f4d7dc,2016-04-02 09:41:45,Running,,9.56,1:12:46,7:37,7.89,607.0,52,,"","",2016-04-02-094145.gpx
8b80e920-7e6a-407b-bb41-26739b6b3532,2016-03-19 09:44:01,Running,,12.43,1:35:10,7:39,7.84,792.0,79,,"","",2016-03-19-094401.gpx
30234600-3859-4c6d-af06-e9104acadf35,2016-03-12 09:56:19,Running,,12.41,1:34:15,7:36,7.90,779.0,87,,"","",2016-03-12-095619.gpx
2f6d8d9b-7278-4cd3-bab6-cff7c568fcd1,2016-03-05 09:48:23,Running,,12.01,1:32:34,7:42,7.78,761.0,63,,"","",2016-03-05-094823.gpx
4aeb2869-1279-4163-b83f-e138c650ae0e,2016-03-03 07:20:54,Running,,5.63,40:07,7:08,8.42,386.0,0,,"","",
f5b36386-ddbd-4257-b2ee-9d21e90edb0b,2016-02-27 09:43:13,Running,,10.01,1:18:36,7:51,7.64,617.0,56,,"","",2016-02-27-094313.gpx
eade3b0b-f508-45e8-9516-c1cf4f41ad6e,2016-02-25 08:21:35,Running,,5.72,40:06,7:01,8.56,391.0,0,,"","At the gym",
cd2f9306-0e47-42fc-b98f-ec803c229cee,2016-01-16 09:45:40,Running,,6.84,49:52,7:18,8.23,433.0,41,,"","",2016-01-16-094540.gpx
a65d04a2-34fb-4285-ab40-98a28ae233a1,2016-01-02 13:06:12,Running,,6.00,53:01,8:51,6.78,379.0,55,,"","",2016-01-02-130612.gpx
75478aed-15e5-4beb-9319-a214bcdd3bf0,2015-12-29 12:25:10,Running,,5.29,46:23,8:46,6.85,337.0,40,,"","",2015-12-29-122510.gpx
b553d4ac-636e-45c0-a0ba-1e0ca0dbed3e,2015-12-13 10:14:41,Running,,8.01,1:03:08,7:53,7.61,490.0,47,,"","",2015-12-13-101441.gpx
d9af9042-d348-46a6-a2a0-1cf5ada4a11e,2015-12-06 09:47:35,Running,,4.40,33:59,7:44,7.76,277.0,22,,"","",2015-12-06-094735.gpx
3c88c4c6-76db-4260-8281-0791153c6780,2015-11-29 11:09:34,Running,,9.88,1:13:39,7:27,8.05,644.0,41,,"","",2015-11-29-110934.gpx
cfdd8bc3-c136-4ae9-bc34-514e6d4af70a,2015-11-14 10:59:32,Running,,8.02,1:03:58,7:58,7.53,495.0,47,,"","",2015-11-14-105932.gpx
849edb1f-cd8b-4319-ac13-cc1aa0bdad92,2015-11-08 08:53:19,Running,,10.09,1:19:20,7:52,7.63,629.0,71,,"","",2015-11-08-085319.gpx
181e5072-4b08-4ea3-851d-17a27b3eaa47,2015-10-31 07:58:25,Running,,19.56,5:32:33,17:00,3.53,1362.0,783,,"","",2015-10-31-075825.gpx
25c1d81b-de14-4401-bb24-35a7b64fde65,2015-10-25 08:43:59,Running,,5.01,48:59,9:47,6.14,291.0,30,,"","",2015-10-25-084359.gpx
044eda23-4ba8-4d0b-afd6-25bb9f781ea4,2015-10-18 13:49:40,Running,,21.27,3:01:51,8:33,7.02,1305.0,115,,"","",2015-10-18-134940.gpx
0af86dba-3d0b-41ce-b9e8-cb4a8f1dcea7,2015-10-10 09:42:41,Running,,9.72,1:16:23,7:51,7.64,608.0,48,,"","",2015-10-10-094241.gpx
03f53219-d806-4ee6-bc19-60f77015b62c,2015-10-10 09:25:14,Running,,0.00,0:00,,,0.0,0,,"","",
ae024969-e3ef-49df-830c-a375fc6ecfb9,2015-10-06 18:06:07,Running,,5.44,42:18,7:47,7.71,338.0,32,,"","",2015-10-06-180607.gpx
274a6300-596c-42fb-a6a6-9aad601941a8,2015-09-30 18:48:48,Running,,4.22,38:39,9:10,6.55,255.0,25,,"","",2015-09-30-184848.gpx
21cb0bca-ac21-4f99-aca2-1c2a61ec533a,2015-09-26 09:38:27,Running,,4.97,36:38,7:22,8.14,324.0,30,,"","",2015-09-26-093827.gpx
b5a3f1f3-b4e5-4d3f-8fee-555b5aa02473,2015-09-26 09:36:32,Running,,0.01,0:00,0:00,∞,5.0,2,,"","",2015-09-26-093632.gpx
3ad45120-034f-4e1f-938e-dcc729e37d16,2015-09-20 11:15:07,Running,,16.22,2:11:53,8:08,7.38,985.0,85,,"","",2015-09-20-111507.gpx
59ecfa15-d4c4-4429-94b1-3c5601e1e8e6,2015-09-12 09:23:06,Running,,18.02,2:35:44,8:39,6.94,1110.0,115,,"","",2015-09-12-092306.gpx
585ef4d5-07a0-4409-92e5-7b1bef03d576,2015-09-06 10:44:57,Running,,20.15,2:50:12,8:27,7.10,1193.0,110,,"","",2015-09-06-104457.gpx
e5e2523d-cb71-4278-9e2e-5816abf11528,2015-09-01 18:24:38,Running,,4.66,36:15,7:47,7.71,283.0,24,,"","",2015-09-01-182438.gpx
347f5078-9a5b-43ef-8445-c9369ea43b3b,2015-08-29 09:30:30,Running,,10.01,1:15:35,7:33,7.95,634.0,57,,"","",2015-08-29-093030.gpx
26cc3010-da09-4ad4-a5b3-40a7f7f266dc,2015-08-26 18:25:55,Running,,4.46,37:52,8:29,7.07,270.0,25,,"","",2015-08-26-182555.gpx
89ec6d18-2e71-4a9f-9107-1560c2badec3,2015-08-23 09:52:36,Running,,18.07,2:32:22,8:26,7.11,1059.0,98,,"","",2015-08-23-095236.gpx
f2a34467-1a8b-4739-94cf-b4171f925275,2015-08-18 18:06:35,Running,,4.57,36:40,8:01,7.48,280.0,24,,"","",2015-08-18-180635.gpx
c3f7a509-1169-4bac-8c9b-c758ab2ef10f,2015-08-15 09:44:04,Running,,16.03,2:15:40,8:28,7.09,992.0,104,,"","",2015-08-15-094404.gpx
cdef2a7c-be8b-4a4d-a85d-2fba7cb6b01e,2015-08-09 09:27:14,Running,,14.18,1:57:45,8:18,7.23,876.0,120,,"","",2015-08-09-092714.gpx
16c254a4-efe9-44db-9006-5c1b767977be,2015-07-25 09:50:16,Running,,15.68,2:02:12,7:48,7.70,980.0,88,,"","",2015-07-25-095016.gpx
652b162f-4e95-4dd4-8057-ba3021f5c98a,2015-07-21 18:01:36,Running,,4.56,46:30,10:12,5.88,306.0,21,,"","",2015-07-21-180136.gpx
6ee504d1-f146-402e-b315-b02ed2c8cdca,2015-07-18 09:46:44,Running,,13.83,1:48:25,7:50,7.65,882.0,99,,"","",2015-07-18-094644.gpx
67a59818-2a86-4146-96f2-5922c9a8587f,2015-07-11 10:07:18,Running,,8.69,1:21:21,9:21,6.41,512.0,49,,"","",2015-07-11-100718.gpx
9795fe4e-44ab-4924-9da0-e0a567162920,2015-07-07 18:17:42,Running,,4.76,45:55,9:39,6.22,310.0,23,,"","",2015-07-07-181742.gpx
263f2dc6-f2b8-4876-b59d-1b9bd39fd1d8,2015-07-07 18:16:35,Running,,0.00,0:00,,,0.0,0,,"","",2015-07-07-181635.gpx
2ca4bad2-91db-41f5-ae4b-b055d1d2841c,2015-07-07 18:16:02,Running,,0.00,0:00,,,0.0,0,,"","",
5085da69-91a3-4dec-a720-6fbfc75210e6,2015-07-04 08:05:12,Running,,7.10,57:10,8:03,7.45,435.0,55,,"","",2015-07-04-080512.gpx
c5da882b-585f-4d1d-be12-34e4e4c3c6b6,2015-06-30 18:42:08,Running,,4.89,46:50,9:35,6.26,316.0,22,,"","",2015-06-30-184208.gpx
a04a1d44-7567-40ef-b5c8-21dcad5e1b37,2015-06-27 09:30:41,Running,,12.03,1:31:37,7:37,7.88,760.0,103,,"","",2015-06-27-093041.gpx
8b6f3af6-461f-4a7c-ae1c-ee8e02ccc35b,2015-06-23 18:32:17,Running,,4.54,41:32,9:08,6.56,292.0,21,,"","",2015-06-23-183217.gpx
411ef3fa-d4ae-4792-83c8-b785d4841715,2015-06-23 18:30:54,Running,,0.01,0:43,62:04,0.97,1.0,0,,"","",2015-06-23-183054.gpx
d98e3282-2363-4cfd-add2-70af831d847d,2015-06-20 09:59:13,Running,,10.00,1:17:53,7:47,7.71,633.0,60,,"","",2015-06-20-095913.gpx
dde01948-b0c7-4438-9ae3-14b4288c9c45,2015-06-20 09:58:38,Running,,0.00,0:00,,,0.0,0,,"","",
46960294-55c3-41b4-8cbd-137b3be16b47,2015-06-13 09:50:35,Running,,8.40,1:01:17,7:18,8.22,539.0,51,,"","",2015-06-13-095035.gpx
b71be4a5-1826-40f7-92c8-cd6f2ee5e5fa,2015-06-09 18:04:04,Running,,4.64,42:06,9:04,6.61,296.0,21,,"","",2015-06-09-180404.gpx
f346ab72-8789-4639-963a-95e0db87216e,2015-05-27 18:18:33,Running,,4.28,32:04,7:30,8.00,271.0,21,,"","",2015-05-27-181833.gpx
2894564b-ed5f-474d-858e-de0cdd94aaae,2015-05-17 11:19:02,Running,,6.02,44:29,7:24,8.12,387.0,48,,"","",2015-05-17-111902.gpx
84bc4f63-2cf6-4139-ab5e-24509dbb6877,2015-05-10 09:32:20,Running,,6.19,45:03,7:17,8.25,404.0,51,,"","",2015-05-10-093220.gpx
46c689ae-4cc5-4e7b-a828-700317d8c151,2015-04-27 09:10:52,Running,,5.02,37:10,7:24,8.10,320.0,40,,"","",2015-04-27-091052.gpx
5af7e0ad-7976-496b-937d-431f5f7ca4ae,2015-04-25 10:18:42,Running,,10.17,1:21:50,8:03,7.46,626.0,76,,"","",2015-04-25-101842.gpx
c99a63e7-7179-4c2b-8aa0-3c74e27367f7,2015-04-10 07:49:42,Running,,10.01,1:18:42,7:52,7.63,626.0,100,,"","",2015-04-10-074942.gpx
b5d14cd4-d31c-4ad8-874f-78e34e77b5f5,2015-03-29 11:23:35,Running,,10.05,1:22:56,8:15,7.27,610.0,78,,"","",2015-03-29-112335.gpx
48ae509e-80a3-409c-b8d0-e7529c87e85e,2015-03-21 08:19:25,Running,,9.01,1:11:19,7:55,7.58,553.0,67,,"","Interval :)",2015-03-21-081925.gpx
2b6244d4-79a6-469f-9692-7c43f853a011,2015-03-14 08:55:38,Running,,8.16,1:06:31,8:09,7.36,498.0,64,,"","",2015-03-14-085538.gpx
bdff43e4-8b2a-42ef-ad8b-539adb1dacb0,2015-03-14 08:55:36,Running,,0.00,0:00,,,0.0,0,,"","",2015-03-14-085536.gpx
0df67298-4e33-4e61-8765-35d7c1365853,2015-03-07 08:39:49,Running,,5.53,48:52,8:50,6.79,330.0,36,,"","",2015-03-07-083949.gpx
4e665fb6-946c-452d-9d02-101d1ffadb66,2015-01-11 11:18:11,Running,,9.01,1:08:55,7:39,7.85,586.840470536332,57,,"","",2015-01-11-111811.gpx
9011a00b-c7da-4df5-ac8c-f6b64c0b198c,2015-01-02 13:09:29,Running,,5.06,44:10,8:44,6.87,305.738147306505,43,,"","",2015-01-02-130929.gpx
3fef9235-9899-412a-a6bd-3d34e1c14b81,2014-12-27 09:34:58,Running,,5.41,45:09,8:21,7.19,338.807414045796,39,,"","",2014-12-27-093458.gpx
8428b390-04cc-40cc-9891-78c976f906fe,2014-12-23 14:36:05,Running,,5.62,45:51,8:10,7.35,347.661441714834,46,,"","",2014-12-23-143605.gpx
f2b96072-89e8-43fe-9625-4d2b9fdce359,2014-12-20 11:41:45,Running,,5.47,44:28,8:08,7.38,339.152205932997,44,,"","",2014-12-20-114145.gpx
cbae5c54-3b89-4736-a559-0dcf8ad461bc,2014-12-14 13:26:30,Running,,5.90,44:06,7:28,8.03,375.053006307459,27,,"","",2014-12-14-132630.gpx
ab3c8d3d-87b4-4936-a1df-436539411906,2014-11-30 10:50:11,Running,,8.51,1:06:07,7:46,7.72,544.846216515738,63,,"","",2014-11-30-105011.gpx
135acd1e-d975-45d7-96f0-1174f0f2d937,2014-11-23 11:48:49,Running,,9.12,1:06:06,7:15,8.28,547.916556537816,52,,"","",2014-11-23-114849.gpx
ec4e713c-a797-49a5-a7f1-d9e2a1909b74,2014-11-09 10:18:03,Running,,7.02,1:00:41,8:39,6.94,414.903954136845,47,,"","",2014-11-09-101803.gpx
36380999-d538-40af-be02-0fa5f99fcedb,2014-11-02 09:53:24,Running,,7.20,54:03,7:31,7.99,473.99137897728,46,,"","",2014-11-02-095324.gpx
054a82b4-ccdb-4a7a-9071-1b2812afcac8,2014-10-25 10:10:29,Running,,5.21,42:46,8:13,7.31,322.539203147105,34,,"","",2014-10-25-101029.gpx
047900ed-25c3-4984-b287-1616bb4dc402,2014-10-19 10:00:59,Running,,7.03,1:14:00,10:31,5.70,450.0,112,,"","",2014-10-19-100059.gpx
74593e60-f73e-47a3-ae39-36efa6ef23a6,2014-10-15 18:10:59,Running,,5.26,42:08,8:00,7.50,335.164880941152,25,,"","",2014-10-15-181059.gpx
ef674db7-4450-4d4d-8256-fb992bc7b82d,2014-10-11 08:31:14,Running,,4.98,38:07,7:40,7.83,312.297893536052,38,,"","",2014-10-11-083114.gpx
b1273fa9-4a3f-49a9-b0dc-65b6d0c8812f,2014-10-08 19:00:14,Running,,4.67,37:09,7:57,7.54,300.013439461255,22,,"","",2014-10-08-190014.gpx
e1722115-59e0-4f65-b56b-5892cfb37ba1,2014-10-05 08:34:58,Running,,3.79,30:16,8:00,7.51,234.0,23,,"","",2014-10-05-083458.gpx
f7d559e7-2d7c-42ab-a5e2-4e562a9b4f79,2014-09-25 19:05:45,Running,,3.51,30:18,8:39,6.94,212.0,20,,"","",2014-09-25-190545.gpx
9443a285-af8a-45d5-bc8b-5b0a6b2aeaff,2014-09-17 18:14:49,Running,,3.60,30:08,8:23,7.16,221.0,22,,"","",2014-09-17-181449.gpx
c79b9461-769d-4103-b14d-ac02185c6787,2014-09-11 18:53:19,Running,,3.77,30:13,8:01,7.49,237.0,23,,"","",2014-09-11-185319.gpx
f02699f7-cb83-48fd-a147-c0c9c7840735,2014-09-04 18:57:55,Running,,4.28,30:03,7:01,8.55,221.0,22,,"","",2014-09-04-185755.gpx
2d595580-d9e5-4f0d-8606-f7e45667fae6,2014-08-27 18:34:54,Running,,3.80,32:10,8:29,7.08,229.0,24,,"","",2014-08-27-183454.gpx
185641a3-c54e-4497-b39d-b59c6bbc4153,2014-08-19 18:38:18,Running,,3.81,32:06,8:25,7.12,228.0,23,,"","",2014-08-19-183818.gpx
792e5921-d36e-4714-ba51-b5d43fad19da,2014-08-15 13:36:20,Running,,3.93,32:05,8:11,7.34,239.0,23,,"","",2014-08-15-133620.gpx
4aa423ba-ed64-4ed1-b485-9aa244fcccbf,2014-08-10 09:06:42,Running,,3.73,32:15,8:39,6.94,223.0,22,,"","",2014-08-10-090642.gpx
28b69679-ae3d-4db8-84e5-0d067c361acb,2014-08-05 10:16:30,Running,,3.93,32:15,8:13,7.31,240.0,23,,"","",2014-08-05-101630.gpx
ad4b1532-dd6d-4943-9e92-a92f13b44fd1,2014-08-02 09:33:07,Running,,3.83,32:22,8:27,7.11,235.0,19,,"","",2014-08-02-093307.gpx
dd2698f1-f1a8-4523-b914-b83e40d0b2e2,2014-07-31 13:07:04,Running,,3.69,32:11,8:43,6.88,220.0,17,,"","",2014-07-31-130704.gpx
ab728d13-842b-48fc-9618-3955af989875,2014-07-27 13:03:43,Running,,4.04,32:01,7:55,7.58,248.0,19,,"","",2014-07-27-130343.gpx
5f447874-e7be-4d5f-83c7-44518c3e6085,2014-07-24 09:33:58,Running,,3.99,32:11,8:04,7.44,246.0,27,,"","",2014-07-24-093358.gpx
5b0d419b-b5bc-4179-8a3d-31144a3db5e1,2014-07-22 10:14:43,Running,,3.93,32:03,8:10,7.35,242.0,27,,"","",2014-07-22-101443.gpx
fefb9256-336a-4774-989c-baa254d5082f,2014-07-20 10:34:48,Running,,2.81,28:17,10:05,5.95,176.0,16,,"","",2014-07-20-103448.gpx
a956fad7-db85-42a1-8ac9-cac0926164c6,2014-06-21 10:50:12,Running,,3.66,30:02,8:13,7.31,231.0,21,,"","",2014-06-21-105012.gpx
cb52bc3c-d3c2-4c7e-9b00-a08c84c62e9e,2014-06-17 10:37:01,Running,,3.62,30:05,8:19,7.21,220.0,23,,"","",2014-06-17-103701.gpx
1cb7a6f5-6cc1-4d87-88b4-8ed8863f254d,2014-06-15 10:21:36,Running,,4.20,30:06,7:10,8.37,271.0,22,,"","",2014-06-15-102136.gpx
6ae10d1c-9974-41d4-b25c-09c11659c8d0,2014-06-12 10:46:45,Running,,3.87,30:02,7:45,7.73,239.0,22,,"","",2014-06-12-104645.gpx
800d4448-3e2f-439c-ad73-854a4da27f8d,2014-06-10 09:46:49,Running,,3.81,30:10,7:56,7.57,236.0,26,,"","",2014-06-10-094649.gpx
bd446d41-3a66-44bf-afa7-5fedacb32918,2014-06-07 12:59:45,Running,,3.99,30:02,7:31,7.97,254.0,24,,"","",2014-06-07-125945.gpx
14952e86-e913-40d4-84f3-4f5162f8ab45,2014-06-05 12:40:12,Running,,3.80,30:12,7:56,7.56,239.0,24,,"","",2014-06-05-124012.gpx
ed179812-ca0d-414f-9391-c0a658d7e4b5,2014-05-17 10:39:08,Running,,4.86,41:01,8:26,7.11,307.0,32,,"","",2014-05-17-103908.gpx
162356bc-a532-4081-8194-ef2908986337,2014-05-13 10:19:53,Running,,4.93,40:01,8:07,7.39,305.0,29,,"","",2014-05-13-101953.gpx
211dce8f-8a0d-4db3-8e54-ec8ee5ff0c67,2014-05-10 11:39:59,Running,,4.42,34:36,7:50,7.67,269.0,20,,"","",2014-05-10-113959.gpx
68b545d7-7968-4911-92e4-ed154a81f7db,2014-04-26 11:02:04,Running,,4.76,36:07,7:35,7.91,280.0,26,,"","",2014-04-26-110204.gpx
f8d5bff2-64c8-4b68-a00e-75686d213186,2014-04-18 09:12:48,Running,,5.57,44:20,7:57,7.54,348.0,36,,"","",2014-04-18-091248.gpx
5a91150f-bfbc-41df-84d8-4c9890b5e330,2014-04-16 10:42:37,Running,,4.27,36:03,8:26,7.11,257.0,23,,"","",2014-04-16-104237.gpx
516b9131-dd4a-46d7-9c5f-e96d157c4a2b,2014-04-01 12:04:05,Running,,4.47,36:00,8:03,7.45,279.0,31,,"","",2014-04-01-120405.gpx
9f37066a-c01a-4513-a656-ff7da3a6be31,2014-03-29 10:51:59,Running,,5.84,45:07,7:43,7.77,743.0,7891,,"","",2014-03-29-105159.gpx
1950a2ef-82a5-43ef-b90c-7a7476f165df,2014-03-27 11:16:56,Running,,4.62,36:22,7:53,7.62,286.0,28,,"","",2014-03-27-111656.gpx
86bbd08e-7c33-48c8-8395-1aa0fe079d8c,2014-03-24 12:57:21,Running,,4.72,36:09,7:39,7.84,304.0,30,,"","",2014-03-24-125721.gpx
94570d73-81ed-4934-b580-efa8f9580bf1,2014-03-22 11:55:35,Running,,4.53,36:03,7:58,7.54,286.0,29,,"","",2014-03-22-115535.gpx
3c0d57b6-646e-4074-ba7f-e50462b88402,2014-03-14 09:18:01,Running,,3.33,24:24,7:20,8.18,217.0,13,,"","",2014-03-14-091801.gpx
2c893712-dffe-4136-bfb6-a2984c352420,2014-03-04 17:27:19,Running,,4.82,36:39,7:36,7.89,312.0,24,,"","",2014-03-04-172719.gpx
58eae659-0598-4545-acf3-ef2b7ff8f5dc,2014-02-27 09:52:54,Running,,5.05,36:17,7:11,8.35,329.0,24,,"","",2014-02-27-095254.gpx
3b453ccd-f476-42a2-b1eb-ab3a4ad4c09a,2014-02-25 10:30:17,Running,,4.77,36:19,7:37,7.87,307.0,28,,"","",2014-02-25-103017.gpx
1bb58998-fc63-4ef0-94b3-484b01fc66b7,2014-02-17 10:40:56,Running,,5.04,36:05,7:09,8.38,330.0,25,,"","",2014-02-17-104056.gpx
8c7618a8-0eb9-42f3-a5f8-e83971176e56,2014-02-11 09:36:36,Running,,4.63,36:27,7:53,7.62,294.0,37,,"","",2014-02-11-093636.gpx
21e19d82-8e70-4761-a1a0-7f517c1c6ca8,2014-02-09 10:43:11,Running,,5.46,40:02,7:20,8.19,345.0,35,,"","",2014-02-09-104311.gpx
2f39e0e8-d188-4db1-9204-83a1d14980aa,2014-02-07 12:41:56,Running,,4.36,33:17,7:39,7.85,275.0,21,,"","",2014-02-07-124156.gpx
fc20754a-76c2-4c24-941e-589fffdbc1c1,2014-02-07 12:41:05,Running,,0.02,0:02,1:36,37.51,1.0,0,,"","",2014-02-07-124105.gpx
319f2441-b673-4e7d-9a66-c80263de312d,2014-01-22 11:07:04,Running,,5.36,40:02,7:28,8.03,347.0,32,,"","",2014-01-22-110704.gpx
7f0116a1-00d6-4ec6-a33d-f4ef45328e1e,2014-01-18 10:34:21,Running,,5.65,40:15,7:07,8.42,368.0,28,,"","",2014-01-18-103421.gpx
c5d2c43d-51ae-4bef-b372-ad1e89521f34,2014-01-13 11:50:14,Running,,5.20,40:09,7:44,7.77,329.0,36,,"","",2014-01-13-115014.gpx
266190cd-9dc2-4ee4-87c4-87255eb10854,2014-01-08 12:42:49,Running,,5.33,40:27,7:35,7.91,337.0,27,,"","",2014-01-08-124249.gpx
76470315-4bde-4872-9788-fb9f00f359d1,2013-12-29 12:04:11,Running,,4.38,35:24,8:05,7.43,270.0,21,,"","",2013-12-29-120411.gpx
bb8c6828-fed6-449c-b8af-4dbfb39ecaec,2013-12-25 08:53:32,Running,,3.54,29:59,8:28,7.08,216.0,21,,"","",2013-12-25-085332.gpx
41adc19e-c586-4969-b769-e2c33a05b758,2013-12-25 08:53:32,Running,,3.54,29:59,8:28,7.08,216.0,21,,"","",2013-12-25-085332.gpx
7314af17-6731-4f1e-ae21-8a08c33dfe76,2013-12-23 12:35:06,Running,,3.84,30:03,7:49,7.68,241.0,22,,"","",2013-12-23-123506.gpx
0fe5e894-bdb0-47f8-9bb7-8af0fca6bd5b,2013-12-19 11:36:31,Running,,3.50,26:00,7:26,8.07,222.0,18,,"","",2013-12-19-113631.gpx
e9ea2f01-ffdb-4ea1-93b7-6c9fbb6f730b,2013-12-17 11:10:03,Running,,3.48,26:00,7:28,8.03,222.0,18,,"","",2013-12-17-111003.gpx
4f3bbefe-e8fe-4221-bd96-abc60766d0a8,2013-12-14 12:36:25,Running,,3.46,26:02,7:32,7.96,217.0,17,,"","",2013-12-14-123625.gpx
fdbd6f1e-cd62-46b7-8262-03bc8567e29a,2013-12-07 11:03:00,Running,,4.06,32:11,7:56,7.57,248.0,22,,"","",2013-12-07-110300.gpx
04253cf2-1d60-47b9-bebf-95c8d35bc8f3,2013-11-29 12:52:46,Running,,3.86,32:02,8:18,7.23,240.0,21,,"","",2013-11-29-125246.gpx
581c5367-d43b-40a5-a34d-fa2cecb81e27,2013-11-27 11:41:45,Running,,3.96,32:01,8:05,7.42,244.0,20,,"","",2013-11-27-114145.gpx
1a24ad91-400f-4339-9625-dfcda40744ee,2013-11-23 13:24:22,Running,,3.84,32:06,8:22,7.17,239.0,19,,"","",2013-11-23-132422.gpx
c83fec59-782f-42c5-853e-a2fefa96d37a,2013-11-17 12:23:26,Running,,3.93,31:58,8:08,7.38,242.0,21,,"","",2013-11-17-122326.gpx
5bd4509b-d04e-40d6-85d9-02c1398ef8b2,2013-11-13 09:29:12,Running,,4.07,34:02,8:22,7.16,241.0,23,,"","",2013-11-13-092912.gpx
39aeb1cc-b5f3-490e-bc3f-5e7b0159b024,2013-11-09 14:59:15,Running,,3.92,34:03,8:41,6.91,228.0,20,,"","",2013-11-09-145915.gpx
8d158fa9-0a8e-4a66-bf38-b59739982440,2013-11-07 11:05:56,Running,,3.46,29:55,8:38,6.94,202.0,13,,"","",2013-11-07-110556.gpx
3cfb661e-6f5a-4a47-9545-394778a9200c,2013-11-04 12:43:42,Running,,3.33,30:04,9:02,6.65,191.0,16,,"","",2013-11-04-124342.gpx
6dc85d95-2cef-439c-896a-a772d39bc76d,2013-11-02 12:06:23,Running,,3.11,30:01,9:39,6.21,177.0,15,,"","",2013-11-02-120623.gpx
65e0fb4f-10a3-4cf4-b89f-ecd08a7cad09,2013-10-30 11:09:27,Running,,3.34,30:02,9:00,6.66,195.0,21,,"","",2013-10-30-110927.gpx
966ab30d-2306-471d-9dc6-6f7444e73cd3,2013-10-28 09:31:25,Running,,3.22,29:57,9:18,6.46,184.0,29,,"","",2013-10-28-093125.gpx
04dd1919-b153-4ac0-a552-749046cadb53,2013-10-25 09:35:47,Running,,3.21,30:00,9:20,6.43,185.0,21,,"","",2013-10-25-093547.gpx
e5fcd280-6b42-434f-a821-e36a7574fdba,2013-06-01 10:42:08,Running,,8.05,1:01:27,7:38,7.86,507.0,49,,"","",2013-06-01-104208.gpx
919c9f06-9239-4700-b784-65785ad86b37,2013-05-22 10:27:49,Running,,3.05,20:47,6:49,8.79,195.0,14,,"","",2013-05-22-102749.gpx
5ab82fd6-53a5-4b00-bd07-491a9d098c7a,2013-05-19 20:40:16,Running,,9.82,1:11:03,7:14,8.29,634.0,61,,"","",2013-05-19-204016.gpx
ab879367-09e8-4586-8e4b-a13309e3e904,2013-05-14 19:52:07,Running,,8.63,1:00:10,6:59,8.60,569.0,58,,"","",2013-05-14-195207.gpx
cda2437b-eed0-4fa8-abf1-08b6741af7d3,2013-05-11 11:42:24,Running,,5.61,38:34,6:53,8.72,348.0,40,,"","",2013-05-11-114224.gpx
9c110b60-97b3-49cf-aba1-ad236847867d,2013-05-07 19:59:16,Running,,7.45,1:00:32,8:07,7.39,473.0,47,,"","",2013-05-07-195916.gpx
8b44f4de-9018-47d4-85e1-155df5f72ed2,2013-04-23 12:23:39,Running,,3.30,28:26,8:36,6.97,191.0,19,,"","",2013-04-23-122339.gpx
c8ae4396-f89c-43f8-b7de-0df546e7983d,2013-04-14 09:47:33,Running,,2.92,19:47,6:47,8.85,193.0,22,,"","",2013-04-14-094733.gpx
3d94e560-0ca9-4c3b-839a-0f59a9158c71,2013-04-13 11:03:05,Running,,4.23,30:05,7:07,8.44,281.0,26,,"","",2013-04-13-110305.gpx
780c6e65-3e93-420e-8110-afa224c4d203,2013-04-12 17:08:31,Running,,2.68,17:38,6:35,9.11,177.0,17,,"","",2013-04-12-170831.gpx
d8550216-683c-42be-bcbf-f045cc268ecc,2013-04-01 10:39:40,Running,,3.40,23:09,6:49,8.81,226.0,20,,"","",2013-04-01-103940.gpx
30603ee5-a76d-4b51-a0e4-668f7eeed300,2013-03-28 11:26:07,Running,,4.23,30:25,7:11,8.34,275.0,25,,"","",2013-03-28-112607.gpx
39790da7-f593-4572-aa54-c0ba7ca1b5e7,2013-03-24 10:21:57,Running,,4.22,30:40,7:17,8.25,273.0,24,,"","",2013-03-24-102157.gpx
7dd93000-897e-4e69-8ac6-d77958fb5f1c,2013-03-22 10:50:55,Running,,4.22,29:55,7:06,8.46,274.0,24,,"","",2013-03-22-105055.gpx
00057493-c33b-4bdc-b21d-7e1cd27643d6,2013-03-19 11:09:25,Running,,4.31,30:12,7:00,8.57,282.0,26,,"","",2013-03-19-110925.gpx
0cdc1833-91ad-4063-9cfe-3c693b679e58,2013-03-14 09:50:24,Running,,4.13,30:40,7:25,8.08,268.0,29,,"","",2013-03-14-095024.gpx
5faaf064-66bc-4166-8d5c-c2000ca37544,2013-03-12 08:49:54,Running,,4.37,30:04,6:53,8.72,290.0,31,,"","",2013-03-12-084954.gpx
b4486ea4-c095-4d1e-8349-88705ea2f991,2013-03-08 09:45:09,Running,,4.23,31:08,7:22,8.15,275.0,21,,"","",2013-03-08-094509.gpx
ff24c513-8257-4865-9951-7dff8ef38e60,2013-03-05 13:59:42,Running,,3.86,30:09,7:49,7.68,244.0,21,,"","",2013-03-05-135942.gpx
e6f11323-783d-401c-8f77-52dbaeb4d59f,2013-03-04 08:27:10,Running,,4.90,34:36,7:04,8.50,324.0,29,,"","",2013-03-04-082710.gpx
