,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,p,Bx,By,Bz,Azimuth,Pitch,Roll,Gain,label_baseline,label_jump,label_run,label_stand,label_walk
1.1,-0.010000000000000002,-0.010000000000000002,1.02,0.0,0.0,0.0,0.002777777777777778,0.00388888888888889,0.1605555555555556,1008.6166666666666,0.7600000000000001,-18.10666666666667,-27.993333333333332,183.23,0.44000000000000006,-0.6199999999999999,75.38000000000001,1,0,0,0,0
1.1500000000000001,-0.01,-0.01,1.0199999999999998,0.0,0.0,0.0,0.002,0.005333333333333333,0.15599999999999997,1008.6200000000003,1.5599999999999996,-18.0,-28.259999999999998,183.23,0.44000000000000017,-0.6199999999999999,75.37999999999998,1,0,0,0,0
1.2000000000000002,-0.009999999999999998,-0.009999999999999998,1.0199999999999998,0.0,0.0,0.0,-0.0016666666666666668,-0.004166666666666667,0.16249999999999998,1008.6108333333335,1.5,-18.0,-27.3,183.23,0.4400000000000001,-0.62,73.77999999999999,1,0,0,0,0
1.25,-0.010000000000000002,-0.010000000000000002,1.02,0.0,0.0,0.0,-0.01,0.011666666666666667,0.15333333333333335,1008.61,0.9799999999999999,-18.200000000000003,-27.540000000000003,183.23,0.44000000000000006,-0.6199999999999999,73.78,1,0,0,0,0
1.3,-0.009999999999999998,-0.009999999999999998,1.0199999999999998,0.0,0.0,0.0,0.013846153846153843,0.0023076923076923075,0.1546153846153846,1008.6100000000001,1.2369230769230768,-18.429230769230767,-28.04769230769231,183.23,0.4400000000000001,-0.62,73.77999999999999,1,0,0,0,0
1.35,-0.01,-0.01,1.02,0.0,0.0,0.0,-0.005294117647058823,0.0029411764705882353,0.15823529411764706,1008.6099999999999,1.4823529411764707,-18.16941176470588,-28.281176470588235,183.23,0.44,-0.62,73.78,1,0,0,0,0
1.4000000000000001,-0.009999999999999998,-0.009999999999999998,1.0199999999999998,0.0,0.0,0.0,0.0075,-0.004166666666666667,0.15416666666666665,1008.6200000000002,1.2199999999999998,-17.634999999999994,-28.109999999999996,183.23,0.4400000000000001,-0.62,73.77999999999999,1,0,0,0,0
1.4500000000000002,-0.009999999999999998,-0.009999999999999998,1.0199999999999998,0.0,0.0,0.0,-0.0035714285714285718,0.0035714285714285718,0.165,1008.6200000000002,1.44,-17.57999999999999,-27.779999999999998,183.23,0.4400000000000001,-0.62,73.77999999999999,1,0,0,0,0
1.5,-0.010000000000000002,-0.010000000000000002,1.0183333333333333,0.0,0.0,0.0,0.009444444444444445,-0.006111111111111111,0.1611111111111111,1008.62,1.6000000000000003,-17.900000000000002,-27.72666666666667,183.23,0.44000000000000006,-0.6199999999999999,75.52222222222223,1,0,0,0,0
1.55,-0.009999999999999998,-0.009999999999999998,1.0199999999999998,0.0,0.0,0.0,0.0,0.004545454545454546,0.16999999999999998,1008.6200000000001,1.129090909090909,-17.79272727272727,-27.032727272727268,183.23,0.44000000000000006,-0.62,75.74,1,0,0,0,0
1.6,-0.010000000000000002,-0.010000000000000002,1.02,0.0,0.0,0.0,-0.005789473684210527,-0.00368421052631579,0.1573684210526316,1008.6199999999999,1.2410526315789474,-17.886315789473684,-27.227368421052635,183.23,0.44000000000000006,-0.6199999999999999,75.74,1,0,0,0,0
1.6500000000000001,-0.009999999999999998,-0.009999999999999998,1.0199999999999998,0.0,0.0,0.0,-0.007857142857142856,0.0035714285714285718,0.14714285714285716,1008.6200000000002,1.0800000000000003,-18.090000000000003,-27.659999999999993,183.23,0.4400000000000001,-0.62,75.74,1,0,0,0,0
1.7000000000000002,-0.009999999999999998,-0.009999999999999998,1.0150000000000001,0.0,0.0,0.0,0.005,0.01,0.13699999999999998,1008.6200000000001,0.72,-18.18,-27.78,183.23,0.44000000000000006,-0.62,75.74,1,0,0,0,0
1.75,-0.01,-0.01,1.02,0.0,0.0,0.0,0.0023529411764705885,0.0029411764705882353,0.15764705882352942,1008.62,0.776470588235294,-18.34941176470588,-27.61058823529412,183.23,0.44,-0.62,75.74,1,0,0,0,0
1.8,-0.009999999999999998,-0.009999999999999998,1.0199999999999998,0.0,0.0,0.0,0.009999999999999998,0.005384615384615385,0.1492307692307693,1008.6200000000002,0.8907692307692309,-17.252307692307692,-27.82153846153846,183.23,0.4400000000000001,-0.62,76.69999999999999,1,0,0,0,0
1.85,-0.01,-0.01,1.017058823529412,0.0,0.0,0.0,0.0023529411764705885,0.008823529411764707,0.1523529411764706,1008.62,0.9,-17.68941176470588,-27.804705882352945,183.23,0.44,-0.62,76.78,1,0,0,0,0
