,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,p,Bx,By,Bz,Azimuth,Pitch,Roll,Gain,label_bike,label_stairs,label_stand,label_walk
4.5,-0.18636363636363631,-0.6495454545454545,-0.04954545454545456,-0.91,-0.5481818181818183,-0.13772727272727278,-1.988636363636364,1.1459090909090912,3.3059090909090902,1012.0095454545454,5.416363636363637,34.60909090909092,-3.0763636363636375,214.65681818181818,112.11045454545452,-2.8240909090909088,87.67000000000002,0,0,0,1
4.75,-0.10608695652173915,-0.9639130434782611,-0.608695652173913,0.2030434782608696,0.4839130434782608,-0.30782608695652164,-0.9426086956521739,-2.06,-2.9339130434782605,1011.9330434782612,3.1643478260869573,35.15999999999999,-2.021739130434783,204.5317391304348,113.59130434782612,-2.6634782608695646,88.36999999999998,0,0,0,1
5.0,0.056363636363636345,-1.2131818181818181,0.11909090909090912,1.8736363636363629,0.8449999999999999,0.39999999999999997,3.1727272727272733,-4.08590909090909,4.221818181818183,1012.106818181818,2.0890909090909093,33.89181818181819,-8.713636363636361,204.9236363636364,101.53772727272725,-1.3718181818181816,89.39772727272728,0,0,0,1
5.25,0.012272727272727274,-1.0300000000000002,-0.12954545454545457,0.8472727272727273,0.6468181818181817,0.2086363636363636,1.425,0.5668181818181819,-2.410454545454546,1012.0513636363637,7.2627272727272745,28.64181818181819,-20.026363636363634,210.22818181818184,82.23681818181818,-3.5063636363636363,90.41500000000002,0,0,0,1
5.5,-0.12782608695652176,-1.2752173913043476,0.012608695652173919,-2.5143478260869574,-0.4947826086956522,-0.31434782608695655,-0.3795652173913043,-2.656956521739131,1.5243478260869565,1012.0843478260872,10.489565217391302,31.560000000000013,-11.833043478260866,207.11652173913043,97.99695652173914,-4.79782608695652,93.0430434782609,0,0,0,1
5.75,-0.11636363636363636,-0.9245454545454547,-0.3568181818181818,-0.17909090909090908,-0.9499999999999997,-0.06363636363636363,0.001363636363636375,1.6390909090909085,2.016363636363636,1012.0127272727269,6.968181818181819,34.955454545454536,0.01090909090909114,187.07045454545457,115.36954545454547,-7.119545454545453,95.29818181818179,0,0,0,1
6.0,0.011739130434782592,-0.9804347826086955,-0.05913043478260869,0.6100000000000001,-0.5952173913043477,0.07695652173913045,1.0756521739130434,-1.5178260869565219,0.8565217391304351,1012.0030434782607,3.858260869565217,38.003478260869564,-2.619130434782609,166.00434782608698,113.6334782608696,-10.799565217391308,95.86999999999998,0,0,0,1
6.25,-0.1404545454545455,-0.9009090909090911,-0.1163636363636364,1.2781818181818183,-0.30090909090909096,-0.056363636363636366,0.5259090909090909,0.7590909090909093,-0.2963636363636364,1012.1199999999998,2.307272727272728,37.813636363636355,-12.531818181818183,157.65954545454545,93.1659090909091,-10.46772727272727,94.85999999999999,0,0,0,1
6.5,-0.0622727272727273,-1.3181818181818181,-0.17636363636363636,-1.6204545454545454,-0.4027272727272727,0.050909090909090876,1.1209090909090909,-3.2877272727272735,-1.7368181818181812,1012.0036363636365,3.5481818181818174,36.29727272727272,-17.34818181818182,154.74999999999997,87.33363636363634,-10.476363636363637,90.69272727272731,0,0,0,1
6.75,-0.05857142857142858,-0.947619047619048,0.12238095238095237,-1.4352380952380952,-1.995238095238096,-0.7757142857142857,0.48190476190476195,0.72,4.201904761904761,1012.0361904761902,-0.2285714285714285,39.65142857142856,5.531428571428572,134.59952380952376,113.06047619047621,-10.22,92.67999999999996,0,0,0,1
7.0,-0.24708333333333335,-1.0166666666666666,-0.4929166666666666,-0.10375000000000002,-0.8141666666666666,-0.3441666666666667,-0.41958333333333336,0.2704166666666667,-0.8699999999999998,1011.9525,-2.2925,38.105,12.049999999999999,100.41083333333334,113.58291666666666,-12.231250000000001,92.75708333333334,0,0,0,1
7.25,-0.025714285714285696,-1.063333333333333,0.17952380952380953,1.4076190476190475,-0.30809523809523803,0.04571428571428571,0.8014285714285715,-0.5057142857142856,2.7423809523809526,1012.0776190476192,-2.462857142857143,37.834285714285706,7.125714285714286,89.11428571428574,104.96952380952382,-11.235714285714286,90.88428571428574,0,0,0,1
7.5,-0.05954545454545456,-1.0113636363636362,-0.1331818181818182,0.36318181818181794,-0.3177272727272727,0.06727272727272728,0.8631818181818183,-0.26909090909090905,-2.7281818181818185,1012.0168181818183,-2.675454545454546,36.905454545454546,-5.612727272727272,90.76863636363638,79.48454545454545,-8.901818181818179,89.67000000000002,0,0,0,1
7.75,-0.20368421052631583,-1.3642105263157895,0.04263157894736844,-2.727368421052632,-1.2194736842105265,-0.38578947368421046,0.054210526315789466,-3.758421052631579,2.067368421052631,1012.0905263157894,-3.1610526315789476,36.015789473684215,2.049473684210527,83.19105263157896,100.29736842105264,-9.44894736842105,85.25894736842105,0,0,0,1
8.0,-0.22833333333333336,-0.7075,-0.24708333333333335,-0.14291666666666664,-1.0658333333333334,-0.4066666666666667,-0.8249999999999998,0.7045833333333332,0.5945833333333331,1012.0008333333334,-4.2,33.12,17.37,63.38625,115.63541666666667,-10.932916666666666,88.205,0,0,0,1
8.25,0.10761904761904761,-1.13,-0.10095238095238096,0.19333333333333327,-0.6471428571428574,-0.08142857142857138,2.600476190476191,-1.5976190476190482,2.760952380952381,1011.9952380952384,-5.431428571428573,33.162857142857156,15.951428571428577,56.16047619047619,111.30571428571429,-8.954285714285717,89.26571428571431,0,0,0,1
