timestamp,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,p,Bx,By,Bz,Azimuth,Pitch,Roll,Gain,label_bike,label_stairs,label_stand,label_walk
2019-06-14 12:06:00.000,0.2891304347826087,-0.024347826086956518,0.7686956521739132,0.4804347826086956,-1.8565217391304345,0.9456521739130432,7.0126086956521725,4.826521739130435,0.42478260869565204,1012.1186956521741,-71.75478260869562,62.31391304347825,-30.10695652173912,114.08521739130433,29.71521739130435,-25.00782608695653,69.73,0,0,0,1
2019-06-14 12:06:00.250,0.6021739130434784,-0.008260869565217384,0.6078260869565217,0.6273913043478261,-1.024782608695652,1.029130434782609,4.84608695652174,2.299130434782609,-3.409565217391305,1012.0452173913043,-62.7834782608696,50.556521739130446,-13.142608695652173,107.00869565217393,15.066521739130437,5.755217391304347,77.3134782608696,0,0,0,1
2019-06-14 12:06:00.500,0.7854545454545455,-0.4845454545454545,0.295,1.4781818181818187,-2.1204545454545447,2.682272727272728,3.9859090909090913,-2.343636363636364,-5.8186363636363625,1011.970909090909,-41.01000000000001,47.70545454545454,0.6763636363636363,76.63954545454547,12.163181818181815,33.17227272727273,83.29272727272728,0,0,0,1
2019-06-14 12:06:00.750,0.6734782608695654,-0.7408695652173911,0.17130434782608694,-0.25565217391304346,-1.2404347826086957,2.845217391304347,-0.2630434782608696,-2.132608695652173,-2.721304347826088,1011.9717391304347,-24.049565217391304,60.6678260869565,3.0104347826086952,44.03521739130434,33.48173913043478,57.56739130434782,84.45695652173909,0,0,0,1
2019-06-14 12:06:01.000,0.013809523809523822,-1.1261904761904757,0.056190476190476214,1.2004761904761905,-1.8033333333333332,1.2076190476190478,-3.2061904761904763,-1.7852380952380953,-2.6419047619047618,1012.0423809523807,3.4657142857142857,50.474285714285706,2.76,249.47238095238103,64.67571428571429,22.875714285714285,85.32142857142857,0,0,0,1
2019-06-14 12:06:01.250,-0.17181818181818176,-1.1304545454545452,0.18045454545454545,-0.374090909090909,0.6481818181818183,0.07272727272727272,-4.1486363636363635,-0.72,-0.11681818181818185,1011.9677272727272,9.643636363636364,48.12545454545455,2.290909090909091,336.03136363636366,74.465,10.607727272727274,91.45000000000002,0,0,0,1
2019-06-14 12:06:01.500,-0.03652173913043479,-1.0169565217391303,-0.07173913043478261,-0.5000000000000001,-0.19043478260869567,0.05913043478260869,-1.529130434782609,0.17565217391304347,-1.4717391304347829,1012.0326086956524,9.900000000000004,47.56695652173913,4.760869565217392,331.29260869565223,84.03913043478263,5.788260869565217,96.5,0,0,0,1
2019-06-14 12:06:01.750,-0.2122727272727273,-0.996818181818182,-0.09954545454545456,-0.16181818181818178,-0.12136363636363635,0.010454545454545465,-2.1750000000000003,0.0659090909090909,0.027272727272727285,1012.0481818181817,10.47818181818182,46.90909090909091,7.876363636363636,319.93727272727267,94.37727272727273,-0.5495454545454546,90.89,0,0,0,1
2019-06-14 12:06:02.000,-0.18826086956521745,-1.0039130434782606,-0.12130434782608697,-0.06565217391304347,-0.74,-0.33869565217391306,-1.1917391304347829,-0.1008695652173913,-0.02130434782608697,1012.0143478260866,10.004347826086962,47.24869565217392,7.040869565217393,308.6030434782609,96.9573913043478,-3.6613043478260865,84.9234782608696,0,0,0,1
2019-06-14 12:06:02.250,-0.11727272727272732,-0.9972727272727276,-0.014090909090909097,0.15181818181818174,-1.225,0.033636363636363624,-0.5709090909090908,-0.2290909090909091,0.32545454545454555,1012.0168181818184,7.709999999999997,48.63,1.8054545454545456,297.2277272727273,94.77045454545456,-2.6536363636363642,82.12999999999998,0,0,0,1
2019-06-14 12:06:02.500,0.0,-0.985,-0.1481818181818182,-0.2195454545454546,-1.4463636363636363,0.09,0.4568181818181818,0.2790909090909091,-1.1827272727272728,1012.0472727272728,8.296363636363635,48.35727272727272,-4.543636363636363,277.8404545454546,95.2331818181818,-4.29909090909091,80.0527272727273,0,0,0,1
2019-06-14 12:06:02.750,0.014782608695652176,-1.0104347826086957,-0.04043478260869567,-0.056521739130434775,-1.3239130434782609,0.3595652173913043,1.0960869565217393,-0.1908695652173913,0.07086956521739135,1012.061304347826,6.370434782608695,47.74434782608696,-9.926086956521742,254.18565217391307,97.13652173913044,-6.3213043478260875,77.63913043478264,0,0,0,1
2019-06-14 12:06:03.000,-0.19454545454545452,-1.0713636363636363,-0.16727272727272727,-0.9477272727272728,-1.2736363636363637,-0.05045454545454542,-1.1095454545454546,-0.15636363636363634,-1.5863636363636362,1012.0990909090907,5.334545454545454,47.41636363636364,-13.107272727272733,230.21545454545455,100.44227272727272,-9.583181818181817,76.90000000000003,0,0,0,1
2019-06-14 12:06:03.250,-0.24181818181818185,-0.8204545454545454,-0.21181818181818185,-1.1945454545454548,-1.4954545454545451,-0.9609090909090908,-1.8050000000000004,0.4327272727272727,1.968181818181818,1012.1018181818182,-4.197272727272726,52.37181818181818,-5.659090909090911,219.6745454545454,109.025,-4.476818181818183,75.32999999999998,0,0,0,1
2019-06-14 12:06:03.500,-0.1821739130434782,-0.8295652173913041,-0.5778260869565216,-0.2552173913043479,-0.8365217391304347,-0.06999999999999999,-1.3021739130434782,0.4165217391304349,-0.7678260869565219,1011.9778260869564,-8.731304347826086,53.88782608695652,-1.604347826086956,196.9734782608696,115.73782608695652,-8.140434782608697,81.89347826086956,0,0,0,1
