,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,p,Bx,By,Bz,Azimuth,Pitch,Roll,Gain,label_bike,label_stairs,label_stand,label_walk,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7
2019-06-14 12:06:02.500,0.018543259825238852,-0.9524031538930182,-0.10669508896672548,0.00026428860436227,-1.531637226624907,0.18383916724223207,0.4667418596360966,0.2938172337558937,-0.7453264133753743,1012.0449873571724,7.568799468904661,48.7639922392237,-4.311833347704709,280.2993199648773,95.27141926240733,-3.5520913787225004,79.76733512897391,0,0,0,1,-0.1911427114888109,-0.18943878840973036,0.40478608810123956,0.5823808497361481,0.008953952329602456,0.0003755766215654484,0.2083782003186427
2019-06-14 12:06:02.750,-0.014910609483766801,-1.0752459758024095,-0.1081652007390819,-0.23199170610823183,-1.2268338054158747,0.3540227416178502,0.9319761898540773,-0.43389619192060813,-0.8920916534587159,1012.0556177174532,7.4769825680177275,46.66932516777213,-10.492532863882172,253.99036088919655,97.15442625791215,-7.448636650860631,78.15206010395477,0,0,0,1,-0.2774078274685459,-0.17276188286826705,0.39051416895193075,0.5476214030053305,-0.15248505925307995,0.04628209208465585,0.18363908695780054
2019-06-14 12:06:03.000,-0.16818907532467572,-0.9994079736460482,-0.07165608067229622,-0.8366166696229945,-1.3458206285106527,-0.16131870405688206,-0.8374845068526711,0.16678663716451364,-0.04632001679811722,1012.1149929350456,4.029955195416992,48.71312938487333,-12.179074067626843,229.41145108257166,100.68658201341393,-8.206133661573519,76.19713429492155,0,0,0,1,-0.2194664945939608,-0.4424211878119986,0.2944682402774364,0.492641252779794,0.0009111643172832549,0.1986656834610151,-0.027019073322654304
2019-06-14 12:06:03.250,-0.2541341276886822,-0.8666037774751293,-0.3231826393794057,-1.2224105806584247,-1.4768792046843344,-0.7383357572209138,-2.1134212214563917,0.25356397490000926,0.0645858718428593,1012.0772088731825,-3.0070473124863972,51.43789655674936,-6.802483547042952,220.16496620388742,108.337874698204,-5.859157360393598,76.07915160254495,0,0,0,1,-0.07534931024714989,-0.6464613460122807,0.19706923120023678,0.4951954296798644,0.1111833952423504,0.16694822933828377,-0.20446087403365484
2019-06-14 12:06:03.500,-0.1868433569647155,-0.8365588362556745,-0.4752885066173662,-0.33131715255697003,-0.780479252873012,-0.36998443497798683,-1.0318128641060906,0.24612757562872772,1.0421199668923316,1012.0050324107217,-9.481732182884766,53.983311716742314,-0.5528185467311161,197.39010121718655,116.75431182864995,-7.035704017185301,81.29159315221425,0,0,0,1,-0.04198253161275775,-0.359113463665122,0.10757100551284271,0.5935465406311219,0.0664414590838976,0.12275272183981749,-0.11344040434343501
2019-06-14 12:06:03.750,-0.07099901448520315,-0.8313823911896803,-0.2146638167951166,1.2190879600274873,0.19908660041886772,-0.09925694391258133,-0.1258063850258705,0.992730744151297,1.4183682321897424,1012.0495862803291,-12.674024954170317,54.603499720803,-3.647818820663432,192.34752495116751,111.74895543115528,-7.424546339867132,86.55729249976164,0,0,0,1,-0.1711757924299929,0.06270977262477406,0.08304662806490763,0.6543881307952282,0.12226375472521557,0.15863208964730943,-0.005660482845687834
2019-06-14 12:06:04.000,-0.0416926082763468,-1.1037188282328068,-0.04489076233403255,0.7455783419511073,1.0494195714074954,-0.12647148727117924,0.6746142738198485,-0.8063810472552883,-0.297660472365957,1012.0719897010674,-7.293539512398451,43.73687486494515,-15.971620667208455,209.56294402603004,91.62555229751476,-4.620379774136058,88.6878533514087,0,0,0,1,-0.436791873573256,0.1308967497893165,0.23300792401989895,0.5620293518977858,-0.09830372487859053,0.028922011293690073,-0.08883508230667779
2019-06-14 12:06:04.250,-0.12245819365609854,-1.1554007024531396,-0.06729137362629851,-0.959349853048482,0.8079281125201795,0.024083682479407908,0.03953744823532107,-1.389033470788506,-0.06486564343672563,1012.0132528005079,3.77390527379496,30.64220263521927,-18.07980058815615,214.894031890718,89.41000638113586,-3.962374307856278,88.86745046723146,0,0,0,1,-0.3707653181951232,-0.14852808013931304,0.32832159276243517,0.498207228172588,-0.22250990574968563,0.06579219284426177,-0.18735087760793842
2019-06-14 12:06:04.500,-0.1913330796475603,-0.7687584470376769,-0.21040505438146925,-1.2008965473573825,-0.2288780195244362,-0.2872992082349468,-2.2350147102429485,0.3783773887922478,0.7446747418081375,1011.970534929242,6.539018976569222,32.35618560596504,-4.826279198054039,213.42451358972562,110.43227260683581,-3.6101508538562013,87.96096519893949,0,0,0,1,0.007804762887563088,-0.40472099859155314,0.23532824717267786,0.548111676998244,0.029274367003278613,0.20011408268945557,-0.2726367184996417
2019-06-14 12:06:04.750,-0.10708358796382805,-0.8975939024858365,-0.38966997634408007,0.3523599001339454,0.17841902781207972,-0.24316788326777108,-0.6184775859702224,-1.8945396901567473,0.3273407311745877,1011.9857194315972,2.248624946350341,37.0185125744133,0.08112554260647675,206.4572206962822,116.15280817202846,-1.8516573268873506,88.22413876585416,0,0,0,1,-0.06978785704637727,-0.09483819432035206,0.21110684775434085,0.5971584325129659,-0.08908673151566572,-0.017942891544169892,-0.18604225150264486
2019-06-14 12:06:05.000,0.05624316073876136,-1.2094280918232732,-0.1266359200142403,1.9414381369671583,1.0926891316657916,0.40228658096210557,2.8390615846336353,-3.4554061941895493,0.9404480100028716,1012.0525534073986,2.57402588807847,32.612321116017405,-10.700575460835333,203.05318072231077,98.53739056309492,-1.974181622268623,89.32884773273895,0,0,0,1,-0.4122215581604928,0.41814890445713027,0.29106614404321435,0.6307430090564902,-0.29154373927742017,-0.11174946531117924,0.14645219749044408
2019-06-14 12:06:05.250,0.020488468029736157,-1.1023042127454126,0.10661729474555535,0.5348781868287696,0.4914705826944254,0.16965585914059805,1.7055904873376286,-0.8539440470654931,0.24448550164932348,1012.0945350734938,7.268965937768157,29.35592753721916,-18.60034222303923,211.39448649206568,85.13714380452427,-3.249173151538195,90.62027716621871,0,0,0,1,-0.40437097889669,0.1239266526779258,0.33363782005158865,0.5597651783379207,-0.18351399168621702,0.07102230718658412,0.1349379942395671
2019-06-14 12:06:05.500,-0.14705580911894933,-1.150606044879058,-0.1800221787538494,-1.9867641661543278,-0.4496503807118615,-0.27464776763262483,-0.575372790103469,-0.643342174507944,-0.07667883281813843,1012.061625429919,10.083352029829792,31.277712426244186,-12.387353991349702,206.89469708794266,95.6962057716664,-4.696510756389614,92.88678343281012,0,0,0,1,-0.2324858428875648,-0.4912063791904617,0.32652352770134946,0.4594320018211095,-0.17339097926438246,0.08231747380049191,-0.12301945074884872
2019-06-14 12:06:05.750,-0.08895116842679165,-1.07815350702992,-0.23388768078961483,-0.8458782334890106,-0.8865175947499107,-0.07031374286576769,0.1255965007628947,-0.6470887394818347,2.44203406140389,1012.0113555495424,7.594844689002508,34.95666757489805,-0.4240532080178454,186.56387157029525,116.6861481028541,-7.491437889605583,95.21364628306213,0,0,0,1,-0.07935522643767796,-0.3668386108344796,0.22864321457136336,0.5833015610702169,-0.08464353578768813,0.11042714328638807,0.10360798153274903
2019-06-14 12:06:06.000,-0.016509959836765557,-0.821113733403913,-0.09732740801037032,1.315813972412502,-0.7483529697037866,0.0278185904611029,0.9735675580678376,0.694891667232224,1.4563056768905724,1012.026359366945,3.19966008090125,38.187316903124255,-1.2724573633817267,166.76432624631795,113.55059695265417,-10.296968037909686,96.2850283476578,0,0,0,1,-0.07110444410284888,0.026250680632008732,0.13628541285865123,0.6765853856959482,-0.030589814193237537,0.2330186886812792,0.2415230966581723
2019-06-14 12:06:06.250,-0.12000172095560542,-1.0463789092032543,-0.165566573379223,0.6342168315465719,-0.0881360220658534,0.05316366909043301,0.6595510082781815,-1.0950454250638586,-1.6253668487984338,1012.0807967428395,2.861389059585425,37.47334309948331,-14.55921142933595,157.08177003118408,91.89960316220541,-10.963816851194741,94.18635753288457,0,0,0,1,-0.3233010556950497,-0.0027917958706241493,0.19317762067380803,0.5391392156508336,-0.2890327900110052,0.17402533093372763,-0.063032759411974
2019-06-14 12:06:06.500,-0.06835156769515846,-1.2023019630609508,-0.04882311419494502,-1.1236407182165484,-0.642767200872451,-0.10277547307953441,0.939094895931888,-1.968115018595947,0.026692829081111508,1012.0514848508062,3.1585872639514916,36.795015644507735,-14.960767869874102,154.97498630799186,89.91913185509195,-10.081244919814289,91.41221395773537,0,0,0,1,-0.3884498891576756,-0.34823676034582046,0.23284162863627755,0.5019726447476197,-0.31200371378317227,0.0662396886102368,0.0922739256409302
2019-06-14 12:06:06.750,-0.06960889711963648,-1.0205025298313393,-0.06495379970433915,-1.7224722405975847,-1.7542008269262128,-0.6104214953789258,0.6634784226884554,-0.0005515475027851637,2.1963322780024774,1011.9858877759939,0.0018727744040446526,39.01905662219327,3.128000045664142,134.58845478855787,109.35873336707186,-10.477873873835337,92.1778421993923,0,0,0,1,-0.10674995081084654,-0.6514605914870882,0.11174722734087861,0.5825116497474959,-0.0842018412295352,0.11025889515678151,0.2768876875807515
2019-06-14 12:06:07.000,-0.2197221680654003,-0.99849053550787,-0.2704100256834872,-0.06343274081987593,-1.0413299359959818,-0.48337556534984166,-0.49263560243517684,0.40644960107935707,1.3010748581341025,1012.0010208365402,-2.4037629682702435,38.794481827133694,14.158647809394045,100.52055385130271,118.00927757149852,-12.097166779769287,92.84283842794167,0,0,0,1,0.00918121890442685,-0.3778342216781252,-0.017960687531600794,0.6275068167383836,-0.0330996970140582,0.21733563874595394,-0.055170860163477935
2019-06-14 12:06:07.250,-0.06663898236253832,-1.018222141878726,-0.051205344418762726,1.624296383962779,-0.09825531746294913,0.13006082027922716,0.6399066671729144,-0.10609161006735576,0.43362947161129356,1012.0336278782148,-2.4283660832627474,37.20866141113336,5.549358036496386,88.64349011363011,100.3661249527922,-11.285392286561075,91.26800888769004,0,0,0,1,-0.21038857272263797,0.128902598646856,-0.005616117922603053,0.6770988920908619,-0.11741423353977964,0.18504114294536583,0.04408477682498262
2019-06-14 12:06:07.500,-0.008408345763596434,-1.1223588737431356,0.07963618531298074,-0.08954589433981089,-0.5129158306518077,0.04656846930920214,1.341191471114055,-1.1560694040460502,-0.36223121104129063,1012.0538465010884,-2.6570332663274834,37.34854155105721,-4.712392205502071,91.62544741697127,83.65729734833569,-8.89884455408119,88.92083198793506,0,0,0,1,-0.3926254620853221,-0.13431144848194249,0.07006271956345654,0.5878173989699889,-0.257518721704918,0.04736982395150944,0.15991770373375125
2019-06-14 12:06:07.750,-0.2612571817076043,-1.1931554777457212,-0.12890077591677324,-2.0928334854376454,-1.0381627471026003,-0.41454317120940193,-0.7276906049980322,-2.4212670913720724,-0.14920591391867277,1012.0635427097048,-3.2335647998970325,35.81917890645382,1.8749757765404074,82.21793370494915,97.08839203199685,-9.41993672268013,86.17346391679621,0,0,0,1,-0.24577982786595104,-0.676043375769363,0.03763143008647018,0.47140599495800645,-0.27823497253476986,0.06170074514912012,-0.19254152077845502
2019-06-14 12:06:08.000,-0.16941588709984923,-0.9239671898383072,-0.13647824777852385,-0.8761001438853261,-1.2258428667065842,-0.3587039226958768,0.14420968023088568,-1.0402019592227916,2.3305000467575328,1012.0139449367316,-4.051787677383071,33.08952844698897,16.84523738371556,64.0082514664121,117.5419840673297,-11.010930379116168,87.32217533917722,0,0,0,1,0.01840593247085094,-0.4884164902033873,-0.07463984069955878,0.6192066175939506,-0.1404887152223228,0.1370395598192824,0.07990467962641744
2019-06-14 12:06:08.250,0.05449034939828897,-0.8896117663769477,-0.13569191107310902,0.9268892752639163,-0.5245425066071941,-0.11627486868220188,1.6229620012254342,0.47245460737435785,1.876646622455741,1011.9997151742148,-5.686943047538891,33.32915389733739,17.099990873767165,56.35251143686745,110.79271108930617,-8.78390271197414,90.00952082944654,0,0,0,1,-0.04767158333613207,0.0033095428389503926,-0.10478811296427272,0.7398342600319272,-0.09322144860927564,0.060935250173929985,0.3097371833589697
2019-06-14 12:06:08.500,-0.021028874482473127,-1.1661613650391278,-0.11076888331474895,0.7608002008470868,0.9220887477105363,-0.11958310547532142,-0.7058998407720777,-0.42136529112209176,-0.9256749062983997,1012.0556815792002,-6.478345455244844,35.55931573161085,1.6861835782521526,68.99914980023055,88.95986541703991,-4.6462840161150485,88.77130486765404,0,0,0,1,-0.3572742148927183,0.0971679463772298,-0.03526737281469292,0.6226022716270401,-0.10803232980221919,-0.0034923980497791507,-0.22140906255587534
2019-06-14 12:06:08.750,-0.09971791877057926,-1.1090454653937651,0.04996856366381905,-0.8924900519341019,0.6737851957602383,-0.0868681325050999,-0.9025032425658285,-1.26144811231741,0.3450732348618795,1012.037269390064,-5.355798351746692,36.483405227773844,-2.8193745987051226,85.94145315218992,86.89059509405047,-3.0606820741802,91.03862209351422,0,0,0,1,-0.37111227716591366,-0.2082605450399165,0.021721403438452046,0.555645805009047,-0.12858990595140604,0.021472962275771893,-0.22811168752707478
2019-06-14 12:06:09.000,-0.12825538159113428,-0.8756306849715554,-0.1609445373259126,-1.6717251173370868,-0.6572911799570401,-0.17301987868065394,0.008488270658940616,-0.7701999797082143,1.956887787632088,1011.9719567945771,-4.4206687833385985,35.19505545231904,13.725079966292055,86.26434971629922,108.93264461888957,-3.2843091787252012,96.96723009956301,0,0,0,1,-0.03291199384184305,-0.4766480739056512,-0.025529365954822948,0.6118837127246481,-0.11465650653626208,0.014241186936735914,0.018903126524751936
2019-06-14 12:06:09.250,-0.10939674228932687,-0.8581063831851489,-0.4181250462744932,0.27462570033579226,-0.043081164361745014,-0.3055837790868186,-1.360260522543597,0.73756203074983,0.5262841771743647,1011.9921508603625,-4.715827454001122,33.52842594602197,24.158734540080616,75.71574848100028,117.23418276979734,-2.878301745499745,97.32116712669034,0,0,0,1,0.09493837259664531,-0.14013259347923424,-0.11185364859742077,0.6886141843212127,0.03458692797675298,0.0226143487896224,-0.20282450639659552
2019-06-14 12:06:09.500,0.0028328098109249985,-1.0307462302947454,-0.1906724157422276,2.0428264228474746,1.2227534048768236,0.07495553255290842,-0.695298391883066,0.8233767787586931,-0.270893883290587,1012.0482122370769,-5.336191839899976,34.76095981918696,12.528223194253847,70.51947128145156,95.83175674293429,-2.3034249131293896,96.1049462710888,0,0,0,1,-0.20724269526025565,0.3566078146492172,-0.08473149132997586,0.7154129569840084,0.03072980414841052,0.026107587441155117,-0.2062806236089822
2019-06-14 12:06:09.750,-0.06477697223886934,-1.1724954708308988,0.013062433217755551,0.1450339972075972,0.6557170695474996,0.1513891787189803,-0.0705428302415239,-1.5375019136553354,-0.7426716967662961,1012.0587497854073,-5.777496508647613,35.85223591031267,1.7106242349929068,73.2172633307008,82.57091742890215,-2.9720126957224253,95.56524759131275,0,0,0,1,-0.40482057900841784,0.007206687836441311,0.0028201995100200646,0.5912150098316712,-0.19052140846733767,-0.0380929566952386,-0.17669981674860066
2019-06-14 12:06:10.000,-0.21013768522811027,-1.0214960579184653,-0.10893106957253582,-2.141282328540507,-0.3680340618583122,-0.45998226662293096,-1.0081271384710933,-1.1249851943366533,0.5233006179297546,1012.0437816832093,-5.6465489461690135,30.12042050485817,8.738268655078755,68.7293703685619,98.19094741175623,-4.254102366431345,92.78713239187326,0,0,0,1,-0.13949889638714963,-0.5823771280683091,-0.035257278250334215,0.5234100978590401,-0.16287963762314234,0.030230351380468357,-0.21385758923141296
2019-06-14 12:06:10.250,-0.1434105580336044,-0.8268648956310973,-0.28615602723811806,-0.47410632772548544,-0.44391541302392706,-0.416108554104631,-0.31462543293809636,2.309704429475327,3.6063710973287972,1012.0255645264057,-6.106742018668982,23.10122899866685,18.877265001210723,52.2086983610964,116.49250155176858,-4.324384325862286,94.4796815039525,0,0,0,1,0.15268133610993578,-0.3203381701666545,-0.16435858385555194,0.6975167154008111,0.10826782973698547,0.20710655138581827,0.04619524291078799
2019-06-14 12:06:10.500,-0.05962340999883664,-1.0009975610727453,-0.3296528243895565,1.928727296602113,0.08314361956835208,0.14911274457286694,-0.084277911451272,1.9216223620127384,1.6405785658732461,1012.0383997746965,-7.2303259384018785,22.850419369952363,12.927688401623696,49.12618049866547,109.85874106256676,-3.8899185764034288,98.05555703117429,0,0,0,1,-0.015888858201866744,0.19502001878572844,-0.16003163766989803,0.7664644038620102,0.07217968292770517,0.16294012290004858,-0.008081171844431858
2019-06-14 12:06:10.750,-0.06706701065491422,-1.2126645496530792,-0.11486175607103088,1.0182127030861374,0.8973654584529799,0.18628235277388808,0.7011053627868998,-1.5292392283468588,-1.8387161604472606,1012.0848517845706,-6.212570201011272,24.513973119325275,-5.022454752416645,66.49361876409117,85.98470233419557,-4.461807457198897,94.95879499520714,0,0,0,1,-0.4004966433337724,0.1983092884626747,-0.002602927613327459,0.5985397077602292,-0.3118157662461571,-0.002549521626379377,-0.17282328781375217
2019-06-14 12:06:11.000,-0.0514163142843707,-1.04690058965566,0.11630403138361167,-0.9467763154550497,0.5015926678073485,-0.07808918166272505,1.9068002846628793,-1.4278613083920664,0.3665576647962727,1012.0598584358768,-4.746202741184378,25.69986680111598,-10.456648803336783,83.22979834759785,83.8885803792902,-4.630846292878598,91.8021865464526,0,0,0,1,-0.38730181421982185,-0.14725704948145418,0.05697644795744728,0.549665882029913,-0.33780543181214456,0.040881895683236316,0.0936699079625909
2019-06-14 12:06:11.250,-0.12298374206510272,-0.8455377603961136,-0.08911999660151657,-1.3679761830554658,-0.908323863184279,-0.36522194837140365,-0.954077327717837,1.6170358412927641,2.530292348548198,1011.9695360155947,-5.945038259468531,29.354407754655014,4.097645416546336,89.31404437041667,108.8014361762733,-3.834003542173477,92.0404649147383,0,0,0,1,-0.011191062445906926,-0.5029784858398995,-0.04992425491993307,0.6432571661715674,0.08306677588061973,0.18853961990160206,0.031842316725060674
2019-06-14 12:06:11.500,-0.1578509315123969,-0.8951632740995876,-0.3085969653152063,0.1430001748580706,-0.23421235529214599,-0.2799490190443596,-1.9483074485850378,2.006489136952924,1.7831658412909681,1011.9560713043611,-7.12721583955084,31.579337463027258,14.468628753103589,83.0169874254919,116.86925136996214,-3.354178158932811,91.75064159995051,0,0,0,1,0.061207454257795293,-0.22296683507598555,-0.11170306898475976,0.7043965345023563,0.17004445296686624,0.17578367665265113,-0.20177105834196873
2019-06-14 12:06:11.750,0.044685551528869355,-1.0045812712035116,0.013125064788842806,2.0330798925431792,1.3529955433084349,0.23363771196351385,1.32592642174126,-0.29363386695062943,1.4741374582863864,1012.015996423312,-6.019067939261199,31.712954325471003,5.722318892933703,81.58771538143091,96.8822801120965,-3.3531063673926584,92.2513255835979,0,0,0,1,-0.27808928764289725,0.4146044297069623,-0.0348270705485075,0.7302706230519707,-0.07958560934384841,0.04157266390263314,0.05113736929331389
2019-06-14 12:06:12.000,0.041009686980850085,-1.1447206196656876,0.13932985967587996,0.5321645397379813,0.6925624373630976,0.07342626417440254,0.5259749111776307,-1.5799906558512768,-0.050627531622948835,1012.053797972861,-3.6662192962249107,33.44388009883636,-5.925271934261951,95.10596545621532,82.25453395331421,-4.124091655026931,92.25054925244152,0,0,0,1,-0.45221037323580043,0.08918944294497702,0.06395192926727687,0.6089072285991134,-0.18200513160836063,-0.02199969082859634,-0.008076275154573612
2019-06-14 12:06:12.250,-0.18897369471215883,-1.1127958185239368,-0.16940414175550272,-2.098037902460919,-0.53771229496212,-0.48115333871827726,-1.7000129040972196,-0.9856021959958703,-0.7704744469988156,1012.0400857907612,-2.8571466157793592,33.60791794562627,-0.5467116703321712,97.16751269789238,92.5527038319706,-4.737529478888588,91.16173314247492,0,0,0,1,-0.2292935524160588,-0.5947445506681887,0.04828640947703134,0.4937357365670089,-0.15657680144241826,0.027127112709593035,-0.2811826389937816
2019-06-14 12:06:12.500,-0.08012784406014045,-0.7497252818073797,-0.04329478089880048,-0.733530615691814,-0.6194624978396316,-0.33275416855537276,-0.01752794488728933,0.5884141051205964,2.1136046874028964,1011.9994139543895,-5.343743494789948,31.428011694890323,15.155846927469652,85.76103982520317,112.90641040323258,-4.117449628439884,91.29495680131625,0,0,0,1,0.03439247095642284,-0.3371576119055997,-0.06399782108351187,0.6594581457076503,0.0013655003316534414,0.0973321556228591,0.09055558685490556
2019-06-14 12:06:12.750,0.0447358840577885,-0.6966694195990448,0.1375134765327599,1.4783074120913922,-0.02292927578877313,0.01031846615950012,0.8763748523322957,0.6633571060995389,2.157968839011694,1011.9986146835316,-6.9241226877016455,31.846605108350616,15.622753007363942,75.0609108598612,110.50229907464465,-4.441200314751854,91.58311414682794,0,0,0,1,-0.0405188483703236,0.13863588084754813,-0.10187731691230956,0.7626018944784426,0.03994941543950467,0.10956975530376678,0.21657336115188022
2019-06-14 12:06:13.000,-0.09980709011313717,-1.0542216825805057,-0.05314560927324458,0.9529832544663774,0.7026178941061064,0.1358789096608558,0.3844898872768165,-1.3436603144123127,-0.8147084874159005,1012.0401385761987,-5.669696222643778,33.89454809075502,-0.468986375937269,72.32482220022699,87.06120247113456,-5.56571562729573,91.94408279750374,0,0,0,1,-0.3400210182937244,0.12586758073334037,-0.015852823752927077,0.6194347498211972,-0.22206982259188382,0.06496296420861836,-0.15583031551195564
2019-06-14 12:06:13.250,-0.13742181281728577,-1.169782202858465,-0.010696070937339597,-0.7351397046336847,0.20792524518094974,0.006749853688147428,0.43461900889440147,-1.5994021777231529,-0.2055926176630069,1012.0552580529837,-5.5908336758701775,34.1486592366608,-6.349752215353021,85.9900379148896,84.23499264420373,-5.11990409636047,91.22541497733326,0,0,0,1,-0.39731534738538565,-0.20670112417015857,0.04434295374286434,0.5424811256593673,-0.25413263238685185,0.04261851306932804,-0.11178671850101426
2019-06-14 12:06:13.500,-0.17087676719010933,-1.0596412703406108,-0.13653077906216465,-1.612624995838429,-0.7243516272570512,-0.4620853699347974,-0.8099545788932999,-0.5207944641762888,0.6854524743638231,1012.0150489225219,-6.963195535818639,33.7229442350536,6.429317903035035,88.0666472264334,106.03779118402159,-3.770940517208744,90.82258103851024,0,0,0,1,-0.14045216675241762,-0.5393875172743161,-0.01583392874294474,0.566076824466429,-0.08190368233811483,0.028540983226821866,-0.1202782124160862
2019-06-14 12:06:13.750,-0.15109251199962948,-0.929699249512464,-0.47681732417107797,0.060283573162443094,-0.27666981135303903,-0.33837073416441377,-1.0124368734785967,-0.8910804961174629,-0.47621132052974674,1011.969868478157,-8.662759904487993,33.76583230467294,17.101789157249936,79.05435829732525,115.08317272362838,-2.1309705834314396,93.7340165317599,0,0,0,1,0.005877976765294358,-0.21548993166284008,-0.09098316020289297,0.653668740269307,-0.09195878111705416,-0.053344882385418665,-0.24079853449372302
