,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,p,Bx,By,Bz,Azimuth,Pitch,Roll,Gain,label_bike,label_stairs,label_stand,label_walk
2019-06-14 12:06:09.500,0.0268181818182,-1.01909090909,0.0572727272727,1.96545454545,1.15454545455,0.0222727272727,-1.08227272727,0.948636363636,2.575,1012.12090909,-6.06,34.7318181818,14.9754545455,72.6436363636,99.1840909091,-1.44590909091,96.9604545455,0,0,0,1
2019-06-14 12:06:09.750,-0.075,-1.09409090909,-0.201363636364,0.37,0.675,0.275909090909,0.478181818182,-0.641818181818,-3.02409090909,1011.99090909,-5.19545454545,35.8227272727,-0.42,71.9163636364,79.1909090909,-3.73181818182,94.87,0,0,0,1
2019-06-14 12:06:10.000,-0.227391304348,-1.18608695652,0.0404347826087,-2.49260869565,-0.323913043478,-0.645217391304,-1.69608695652,-2.91608695652,1.90739130435,1012.1,-5.97130434783,30.1982608696,10.2965217391,69.2856521739,101.260434783,-3.73086956522,93.1030434783,0,0,0,1
2019-06-14 12:06:10.250,-0.0936363636364,-0.592727272727,-0.353636363636,-0.0168181818182,-0.535909090909,-0.202727272727,0.390909090909,4.68363636364,3.22,1011.98636364,-6.11454545455,23.0481818182,18.1009090909,52.0954545455,114.126818182,-4.50363636364,94.67,0,0,0,1
2019-06-14 12:06:10.500,-0.135909090909,-1.27590909091,-0.343636363636,1.39590909091,0.182272727273,-0.0486363636364,-0.645454545455,-0.611363636364,1.12909090909,1012.05681818,-6.88363636364,22.7727272727,12.8154545455,49.0927272727,111.153636364,-4.1,97.42,0,0,0,1
2019-06-14 12:06:10.750,0.0208695652174,-0.93347826087,-0.0334782608696,1.57565217391,0.839565217391,0.326956521739,0.992608695652,0.738695652174,-0.639130434783,1012.08913043,-6.82695652174,24.8113043478,-4.05130434783,66.6047826087,85.9917391304,-3.89391304348,95.7643478261,0,0,0,1
2019-06-14 12:06:11.000,-0.133181818182,-1.29363636364,-0.0127272727273,-1.45636363636,0.484545454545,-0.134545454545,1.91727272727,-3.11181818182,-1.30090909091,1012.03318182,-3.99545454545,25.1563636364,-12.1254545455,82.8077272727,82.5686363636,-5.45454545455,91.2468181818,0,0,0,1
2019-06-14 12:06:11.250,-0.0613043478261,-0.66,0.0704347826087,-0.988260869565,-0.814782608696,-0.399130434783,-1.1952173913,2.5647826087,4.49739130435,1012.01565217,-6.67826086957,30.0886956522,6.21130434783,90.4360869565,111.206956522,-2.90173913043,91.9317391304,0,0,0,1
2019-06-14 12:06:11.500,-0.194090909091,-1.00454545455,-0.488636363636,-0.0363636363636,-0.371818181818,-0.170454545455,-1.61545454545,1.78227272727,-0.370454545455,1011.89636364,-6.54545454545,30.7772727273,12.1990909091,80.9640909091,113.789545455,-4.23727272727,92.7527272727,0,0,0,1
2019-06-14 12:06:11.750,0.0590909090909,-0.971363636364,0.209090909091,1.97363636364,1.48272727273,0.0781818181818,1.04681818182,-0.671363636364,3.71,1012.08090909,-6.36545454545,32.4327272727,7.86818181818,84.3377272727,100.138636364,-2.65545454545,90.44,0,0,0,1
2019-06-14 12:06:12.000,0.0395652173913,-1.11304347826,-0.0669565217391,0.82652173913,0.617391304348,0.24,0.655217391304,-0.75347826087,-2.21217391304,1011.99347826,-3.58173913043,32.9347826087,-7.69826086957,92.4426086957,79.3069565217,-4.54130434783,94.46,0,0,0,1
2019-06-14 12:06:12.250,-0.191818181818,-1.19318181818,0.0331818181818,-2.58454545455,-0.535909090909,-0.628636363636,-1.65909090909,-2.13454545455,1.07363636364,1012.08636364,-2.69727272727,33.8372727273,0.635454545455,98.6686363636,94.785,-4.64909090909,89.17,0,0,0,1
2019-06-14 12:06:12.500,-0.0773913043478,-0.636086956522,-0.21652173913,-0.12347826087,-0.565652173913,-0.223043478261,-0.18347826087,1.97260869565,0.895652173913,1011.97434783,-5.70782608696,31.4739130435,14.7495652174,86.2582608696,111.686521739,-3.87130434783,92.4665217391,0,0,0,1
2019-06-14 12:06:12.750,0.0418181818182,-0.830909090909,0.248181818182,0.825454545455,-0.0881818181818,-0.0563636363636,1.09409090909,-0.874545454545,2.45318181818,1011.99909091,-6.40363636364,31.5927272727,15.1254545455,72.5063636364,110.534090909,-4.99090909091,91.595,0,0,0,1
2019-06-14 12:06:13.000,-0.095,-0.911363636364,-0.0713636363636,1.56318181818,0.732727272727,0.164545454545,0.172727272727,0.22,-0.0104545454545,1012.06318182,-6.29181818182,34.2545454545,0.949090909091,76.0136363636,88.2554545455,-4.77818181818,90.76,0,0,0,1
2019-06-14 12:06:13.250,-0.142608695652,-1.30565217391,-0.0982608695652,-1.21391304348,0.23652173913,0.00695652173913,0.627391304348,-2.98391304348,-2.07260869565,1012.01391304,-4.93826086957,33.7852173913,-8.53304347826,82.7339130435,81.9430434783,-6.0447826087,93.212173913,0,0,0,1
2019-06-14 12:06:13.500,-0.172727272727,-0.952727272727,0.0440909090909,-1.35454545455,-0.798636363636,-0.483636363636,-1.01772727273,0.424090909091,3.32818181818,1012.06636364,-7.55181818182,34.0145454545,9.01636363636,89.4745454545,109.106363636,-2.83909090909,88.6,0,0,0,1
2019-06-14 12:06:13.750,-0.130454545455,-0.981363636364,-0.710909090909,0.0995454545455,-0.200909090909,-0.299090909091,-0.732272727273,-1.15636363636,-3.39954545455,1011.91863636,-8.24727272727,33.5781818182,14.6454545455,79.9045454545,111.747272727,-2.92636363636,95.66,0,0,0,1
2019-06-14 12:06:14.000,-0.0108695652174,-0.95,0.0326086956522,1.3547826087,0.378695652174,0.18652173913,0.460869565217,-1.93695652174,2.38173913043,1012.07130435,-9.95739130435,34.687826087,10.687826087,82.7317391304,103.22173913,-0.664347826087,92.5852173913,0,0,0,1
2019-06-14 12:06:14.250,0.0336,-1.0292,-0.0708,0.8896,0.482,0.1824,0.8884,-0.4104,-2.3892,1012.104,-7.9752,36.8544,-6.8736,89.4024,81.8808,-2.3232,93.0288,0,0,0,1
2019-06-14 12:06:14.500,-0.324193548387,-1.29548387097,-0.0190322580645,-2.08967741935,0.550322580645,-0.266451612903,-2.09516129032,-2.6964516129,-0.0574193548387,1012.07548387,-4.92193548387,38.8141935484,-4.54451612903,100.470645161,90.1864516129,-2.91451612903,94.5783870968,0,0,0,1
2019-06-14 12:06:14.750,-0.041,-0.643,-0.178666666667,0.0506666666667,-0.556333333333,-0.159,-0.500333333333,2.54933333333,2.461,1012.04466667,-6.156,38.434,18.316,100.897,113.038333333,-2.04233333333,95.4393333333,0,0,0,1
2019-06-14 12:06:15.000,-0.18,-1.23733333333,-0.534666666667,-0.590666666667,-0.171666666667,-0.14,0.169,-0.262333333333,-0.0606666666667,1011.984,-4.412,39.924,21.674,84.8086666667,112.078666667,-2.75666666667,91.36,0,0,0,1
2019-06-14 12:06:15.250,-0.0112903225806,-0.983870967742,0.0203225806452,1.46387096774,0.260322580645,0.118709677419,1.46903225806,-0.503870967742,1.57774193548,1012.12903226,-4.71096774194,43.7612903226,16.7632258065,78.2977419355,98.0190322581,-1.47032258065,92.1458064516,0,0,0,1
2019-06-14 12:06:15.500,-0.0356666666667,-1.14333333333,-0.163666666667,0.214666666667,0.598666666667,0.214666666667,0.561666666667,-1.31466666667,-2.60733333333,1011.995,-4.098,47.032,2.448,73.4916666667,82.007,-3.428,90.954,0,0,0,1
2019-06-14 12:06:15.750,-0.19,-1.06612903226,0.071935483871,-2.14096774194,-0.419677419355,-0.442580645161,-0.329677419355,-2.38225806452,1.80838709677,1012.11064516,-5.42709677419,40.1458064516,19.3122580645,67.3287096774,102.361612903,-3.45838709677,92.3393548387,0,0,0,1
2019-06-14 12:06:16.000,-0.0993333333333,-0.853,-0.496333333333,0.396333333333,-0.735,-0.213333333333,0.0116666666667,1.956,1.271,1011.94933333,-5.362,29.714,32.17,48.241,112.331333333,-3.23066666667,93.858,0,0,0,1
2019-06-14 12:06:16.250,-0.142258064516,-1.0535483871,-0.0703225806452,0.40935483871,-0.606774193548,0.00225806451613,1.17935483871,-0.124516129032,2.84161290323,1011.98903226,-2.60709677419,26.4464516129,30.9058064516,30.0287096774,109.634516129,-3.78451612903,91.0435483871,0,0,0,1
2019-06-14 12:06:16.500,-0.0533333333333,-0.979,-0.124666666667,0.896,0.00366666666667,0.0743333333333,0.299,0.208666666667,-0.181,1012.085,-0.696,29.45,21.648,22.4456666667,95.7016666667,-4.66433333333,88.92,0,0,0,1
2019-06-14 12:06:16.750,-0.0703333333333,-1.205,-0.156,-1.197,0.0843333333333,0.002,-0.112,-1.901,-2.162,1012.01733333,-1.066,28.348,17.146,19.8983333333,91.0503333333,-3.81966666667,86.513,0,0,0,1
2019-06-14 12:06:17.000,-0.0864516129032,-0.832580645161,-0.0358064516129,-0.529032258065,-0.647419354839,-0.405161290323,-0.371612903226,0.245806451613,3.03774193548,1012.05064516,-1.62,19.6161290323,22.9567741935,15.4722580645,110.408064516,-2.74258064516,87.7570967742,0,0,0,1
2019-06-14 12:06:17.250,-0.09,-0.963,-0.245333333333,0.0286666666667,-0.852333333333,-0.125333333333,1.199,1.10366666667,0.25,1011.928,0.22,20.026,20.382,3.694,106.121666667,-2.54966666667,88.3466666667,0,0,0,1
2019-06-14 12:06:17.500,0.0296774193548,-1.12064516129,-0.0583870967742,0.417741935484,-0.00258064516129,0.0041935483871,0.452258064516,-0.242903225806,1.36677419355,1012.02967742,0.501290322581,20.7406451613,18.0812903226,219.129032258,102.449677419,-3.3835483871,89.5716129032,0,0,0,1
2019-06-14 12:06:17.750,-0.1192,-1.008,0.0004,0.1092,0.9924,0.2236,0.1632,0.0104,0.914,1012.0152,-2.6736,23.2896,16.8432,47.616,97.6556,-4.5436,92.94,0,0,0,1
2019-06-14 12:06:18.000,-0.143636363636,-0.986818181818,-0.290909090909,-0.219545454545,0.488636363636,0.177272727273,-0.163636363636,-0.166363636364,-1.42954545455,1012.03818182,-4.32272727273,23.1518181818,17.4190909091,13.6677272727,100.693181818,-6.55454545455,86.56,0,0,0,1
2019-06-14 12:06:18.250,-0.152173913043,-0.950869565217,-0.26347826087,0.306086956522,-0.288695652174,-0.0286956521739,-0.0360869565217,0.0691304347826,-0.73,1012.02043478,-4.05913043478,23.6426086957,16.2782608696,12.9943478261,102.81173913,-7.54043478261,83.7217391304,0,0,0,1
2019-06-14 12:06:18.500,0.0122727272727,-1.03454545455,-0.0613636363636,0.332272727273,-0.322727272727,0.0804545454545,1.20409090909,-0.509545454545,0.0972727272727,1012.04045455,-2.50363636364,25.2818181818,12.1363636364,7.77636363636,100.373181818,-8.80136363636,82.4804545455,0,0,0,1
2019-06-14 12:06:18.750,-0.124583333333,-0.992916666667,-0.0458333333333,0.2825,-0.829166666667,0.0966666666667,0.65125,-0.317083333333,-0.0316666666667,1012.01291667,-0.455,26.4575,9.6625,48.3741666667,91.8354166667,-7.55208333333,80.4816666667,0,0,0,1
2019-06-14 12:06:19.000,-0.13064516129,-1.10935483871,-0.08,-1.13806451613,-0.265161290323,-0.186451612903,0.134838709677,-0.605483870968,-0.643870967742,1011.99225806,0.698709677419,27.2032258065,8.72129032258,311.832580645,93.7341935484,-8.20096774194,78.6151612903,0,0,0,1
2019-06-14 12:06:19.250,-0.184666666667,-0.878,-0.176666666667,-0.649666666667,-1.129,-0.744,-1.10233333333,0.446333333333,1.04366666667,1011.92233333,-0.848,25.814,17.12,319.224666667,106.639,-4.614,78.001,0,0,0,1
2019-06-14 12:06:19.500,-0.031935483871,-1.01322580645,-0.290967741935,0.69,0.743548387097,-0.451290322581,0.207096774194,0.703548387097,-0.946129032258,1011.87129032,-3.29032258065,26.5258064516,17.864516129,297.436451613,105.822258065,-2.23129032258,79.77,0,0,0,1
2019-06-14 12:06:19.750,-0.0286666666667,-1.022,0.0983333333333,1.067,1.41533333333,-0.069,-0.802666666667,-0.426666666667,1.97,1011.95666667,-7.9,29.814,9.782,17.426,95.842,1.18166666667,86.164,0,0,0,1
2019-06-14 12:06:20.000,0.0712903225806,-1.00483870968,-0.104516129032,0.574193548387,1.15741935484,1.79068229778e-18,0.692258064516,0.296129032258,-1.42419354839,1011.9216129,-9.33677419355,32.4677419355,-0.789677419355,41.9361290323,83.9432258065,0.432580645161,95.0435483871,0,0,0,1
2019-06-14 12:06:20.250,-0.201333333333,-1.328,0.0343333333333,-2.30966666667,0.741666666667,0.166333333333,-1.97333333333,-3.19466666667,-0.049,1011.978,-7.998,34.306,-0.24,65.7946666667,93.73,-0.268333333333,96.5786666667,0,0,0,1
2019-06-14 12:06:20.500,-0.0966666666667,-0.575,-0.224333333333,-0.206333333333,-0.57,0.192666666667,0.0673333333333,2.70833333333,3.177,1011.883,-2.834,33.334,17.796,63.142,118.259333333,-7.03733333333,92.58,0,0,0,1
2019-06-14 12:06:20.750,-0.0525,-1.2390625,-0.32875,0.5553125,0.475625,-0.26875,0.086875,-1.893125,-0.7571875,1011.9165625,-3.268125,34.985625,16.8375,60.85875,112.958125,-6.2440625,91.1959375,0,0,0,1
2019-06-14 12:06:21.000,-0.0886666666667,-0.93,-0.0333333333333,1.427,0.175,0.269,0.205,-0.191,0.203333333333,1012.05566667,-4.156,37.724,6.232,66.2873333333,93.4253333333,-5.04966666667,91.07,0,0,0,1
2019-06-14 12:06:21.250,-0.0538709677419,-1.14451612903,-0.13,0.145161290323,0.263548387097,0.243225806452,0.913548387097,-1.29838709677,-2.21741935484,1011.95354839,-1.22516129032,36.1277419355,-9.45870967742,73.1735483871,79.2419354839,-6.38193548387,88.8683870968,0,0,0,1
2019-06-14 12:06:21.500,-0.142333333333,-1.06833333333,0.0533333333333,-2.343,-0.563333333333,-0.759,-0.676333333333,-1.46533333333,2.345,1012.01133333,-3.782,34.432,1.992,86.4313333333,101.844666667,-4.14666666667,91.0373333333,0,0,0,1
2019-06-14 12:06:21.750,-0.106,-0.903333333333,-0.536,0.262666666667,-0.955666666667,-0.323,-0.928666666667,-0.0526666666667,-0.949333333333,1011.89466667,-7.122,29.88,13.57,79.111,112.401333333,-1.88366666667,91.335,0,0,0,1
2019-06-14 12:06:22.000,-0.00322580645161,-1.20193548387,-0.00935483870968,1.00774193548,0.0848387096774,0.130322580645,-0.509032258065,-6.19967741935,0.692258064516,1011.94193548,-8.16193548387,29.0516129032,11.0670967742,77.7796774194,108.401935484,0.0783870967742,90.8912903226,0,0,0,1
2019-06-14 12:06:22.250,-0.0257692307692,-0.904230769231,-0.0976923076923,1.49846153846,0.490769230769,0.197307692308,0.0711538461538,0.68,-0.690769230769,1012.05615385,-7.72384615385,31.2969230769,-2.22230769231,81.7323076923,88.0530769231,-2.11961538462,94.69,0,0,0,1
2019-06-14 12:06:22.500,-0.169130434783,-1.35695652174,-0.00869565217391,-1.16434782609,0.685217391304,-0.216086956522,-0.311304347826,-2.9447826087,-1.97434782609,1011.93782609,-6.07304347826,30.6886956522,-9.23217391304,91.232173913,82.5204347826,-4.08652173913,90.9,0,0,0,1
2019-06-14 12:06:22.750,-0.115,-0.751818181818,0.0695454545455,-1.08636363636,-0.836818181818,-0.413636363636,-0.9,1.47863636364,3.96363636364,1011.95818182,-9.23727272727,28.9690909091,7.88181818182,103.965,110.639090909,0.894090909091,95.7759090909,0,0,0,1
2019-06-14 12:06:23.000,-0.110344827586,-1.05034482759,-0.508620689655,0.51,0.124482758621,-0.227931034483,-1.97,-2.61896551724,-0.738275862069,1011.88655172,-10.3572413793,29.1724137931,10.3903448276,98.2810344828,110.643103448,1.29965517241,97.2375862069,0,0,0,1
2019-06-14 12:06:23.250,0.15875,-1.081875,0.0559375,1.8709375,1.66625,0.1140625,0.1715625,-0.1521875,2.305,1012.0496875,-12.36375,31.2375,4.84875,102.5240625,96.9071875,1.4140625,95.600625,0,0,0,1
2019-06-14 12:06:23.500,-0.001,-1.135,-0.0996666666667,0.532,0.581,0.202666666667,0.874666666667,-1.10833333333,-3.27566666667,1011.95366667,-8.506,31.608,-10.32,107.168666667,79.209,-2.39733333333,92.7866666667,0,0,0,1
2019-06-14 12:06:23.750,-0.224516129032,-1.15290322581,0.0451612903226,-2.51774193548,0.457419354839,-0.346129032258,-2.78451612903,-2.64483870968,1.18516129032,1012.02935484,-6.85935483871,33.7006451613,-2.52,119.899032258,96.2216129032,-2.07903225806,89.78,0,0,0,1
2019-06-14 12:06:24.000,-0.0806666666667,-0.913333333333,-0.589333333333,0.0146666666667,-0.344,-0.262333333333,-0.00333333333333,2.36466666667,-0.399333333333,1011.91266667,-8.942,32.76,11.516,117.497666667,110.889666667,-0.943,91.58,0,0,0,1
2019-06-14 12:06:24.250,0.008,-1.231,-0.0143333333333,0.847666666667,0.271666666667,-0.044,1.86366666667,-4.51166666667,0.516333333333,1011.92133333,-11.124,33.28,9.796,113.236333333,107.575666667,0.602333333333,87.804,0,0,0,1
