timestamp,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,p,Bx,By,Bz,Azimuth,Pitch,Roll,Gain,label_baseline,label_jump,label_run,label_stand,label_walk
2019-06-05 12:06:00.000,-0.01,-0.01,1.0191780821917804,0.0,0.0,0.0,4.752667057470704e-20,0.003424657534246575,0.15561643835616434,1008.6005479452057,1.0257534246575342,-17.653150684931504,-27.758630136986298,183.23,0.44,-0.62,46.36000000000001,1,0,0,0,0
2019-06-05 12:06:00.250,-0.01,-0.009041095890410958,1.0199999999999998,0.0,0.0,0.0,0.0027397260273972603,0.004794520547945207,0.1595890410958904,1008.6000000000003,1.1621917808219178,-17.724657534246575,-28.222191780821923,183.23,0.44,-0.62,62.58410958904108,1,0,0,0,0
2019-06-05 12:06:00.500,-0.01,-0.01,1.0193333333333334,0.0,0.0,0.0,0.0052,0.00013333333333333342,0.15719999999999998,1008.6038666666667,0.7704,-17.9072,-27.7368,183.23,0.4399999999999999,-0.6199999999999999,72.21600000000002,1,0,0,0,0
2019-06-05 12:06:00.750,-0.01,-0.01,1.017671232876712,0.0,0.0,0.0,0.0027397260273972607,0.004794520547945205,0.15123287671232874,1008.5997260273973,1.4613698630136986,-18.03698630136986,-27.836712328767124,183.23,0.44,-0.62,75.65095890410959,1,0,0,0,0
2019-06-05 12:06:01.000,-0.01,-0.01,1.0199999999999998,0.0,0.0,0.0,0.0,0.0033333333333333327,0.15722222222222226,1008.613888888889,1.0641666666666667,-17.995833333333334,-27.91583333333333,183.23,0.44,-0.62,75.11333333333333,1,0,0,0,0
2019-06-05 12:06:01.250,-0.01,-0.01,1.0199999999999996,0.0,0.0,0.0,-0.0006756756756756758,0.0039189189189189205,0.15702702702702698,1008.6135135135137,1.266486486486486,-18.02432432432432,-27.937297297297288,183.23,0.44,-0.6199999999999999,73.77999999999997,1,0,0,0,0
2019-06-05 12:06:01.500,-0.01,-0.01,1.0188888888888887,0.0,0.0,0.0,-9.637352644315593e-20,0.00027777777777777783,0.15541666666666665,1008.62,1.21,-17.955833333333334,-27.48333333333333,183.23,0.44,-0.62,75.68555555555557,1,0,0,0,0
2019-06-05 12:06:01.750,-0.01,-0.01,1.0192957746478868,0.0,0.0,0.0,0.0016901408450704222,0.004647887323943663,0.15309859154929578,1008.6199999999997,0.9405633802816904,-17.76338028169014,-27.796056338028173,183.23,0.4400000000000001,-0.6199999999999998,76.51633802816896,1,0,0,0,0
2019-06-05 12:06:02.000,-0.01,-0.01,1.019078947368421,0.0,0.0,0.0,-0.0044736842105263155,0.0038157894736842108,0.1585526315789474,1008.6147368421052,1.1605263157894736,-18.020526315789468,-27.65131578947368,183.23,0.4399999999999999,-0.6199999999999999,77.3032894736842,1,0,0,0,0
2019-06-05 12:06:02.250,-0.01,-0.01,1.0189189189189185,0.0,0.0,0.0,-0.00418918918918919,-0.006486486486486487,0.15081081081081082,1008.602567567568,1.49027027027027,-18.000000000000004,-27.89918918918919,183.23,0.44,-0.6199999999999999,77.54202702702706,1,0,0,0,0
2019-06-05 12:06:02.500,-0.01,-0.01,1.0171232876712326,0.0,0.0,0.0,-0.00684931506849315,-0.0013698630136986301,0.1515068493150685,1008.5904109589039,1.4884931506849317,-17.86602739726027,-27.69041095890411,183.23,0.44,-0.62,76.77013698630138,1,0,0,0,0
2019-06-05 12:06:02.750,-0.01,-0.01,1.0181944444444442,0.0,0.0,0.0,-0.00041666666666666653,0.0006944444444444446,0.14833333333333332,1008.5931944444444,1.1866666666666663,-17.7075,-27.40083333333333,183.23,0.44,-0.62,75.42194444444445,1,0,0,0,0
2019-06-05 12:06:03.000,-0.01,-0.01,1.0199999999999998,0.0,0.0,0.0,-0.0013846153846153839,0.0043076923076923075,0.14800000000000002,1008.6053846153844,1.4123076923076925,-17.892923076923076,-27.50492307692308,183.23,0.44,-0.62,75.56,1,0,0,0,0
